基金代码,基金名称,日期,单位净值,累计净值,复权净值
SVC372,博普CTA股票全市场五号1期（CTA+量化选股）,2022-06-20,1.0,1.0,1.0
SVC372,博普CTA股票全市场五号1期（CTA+量化选股）,2022-06-21,1.0,1.0,1.0
SVC372,博普CTA股票全市场五号1期（CTA+量化选股）,2022-06-22,1.0,1.0,1.0
SVC372,博普CTA股票全市场五号1期（CTA+量化选股）,2022-06-23,1.0,1.0,1.0
SVC372,博普CTA股票全市场五号1期（CTA+量化选股）,2022-06-24,1.0,1.0,1.0
SVC372,博普CTA股票全市场五号1期（CTA+量化选股）,2022-06-27,1.0,1.0,1.0
SVC372,博普CTA股票全市场五号1期（CTA+量化选股）,2022-06-28,1.0,1.0,1.0
SVC372,博普CTA股票全市场五号1期（CTA+量化选股）,2022-06-29,1.0,1.0,1.0
SVC372,博普CTA股票全市场五号1期（CTA+量化选股）,2022-06-30,1.0,1.0,1.0
SVC372,博普CTA股票全市场五号1期（CTA+量化选股）,2022-07-01,1.0,1.0,1.0
SVC372,博普CTA股票全市场五号1期（CTA+量化选股）,2022-07-04,1.0,1.0,1.0
SVC372,博普CTA股票全市场五号1期（CTA+量化选股）,2022-07-05,1.0,1.0,1.0
SVC372,博普CTA股票全市场五号1期（CTA+量化选股）,2022-07-08,1.0,1.0,1.0
SVC372,博普CTA股票全市场五号1期（CTA+量化选股）,2022-07-14,1.0,1.0,1.0
SVC372,博普CTA股票全市场五号1期（CTA+量化选股）,2022-07-21,1.0,1.0,1.0
SVC372,博普CTA股票全市场五号1期（CTA+量化选股）,2022-07-28,0.999,0.999,0.999
SVC372,博普CTA股票全市场五号1期（CTA+量化选股）,2022-08-04,0.999,0.999,0.999
SVC372,博普CTA股票全市场五号1期（CTA+量化选股）,2022-08-11,1.006,1.006,1.006
SVC372,博普CTA股票全市场五号1期（CTA+量化选股）,2022-08-18,1.041,1.041,1.041
SVC372,博普CTA股票全市场五号1期（CTA+量化选股）,2022-08-25,1.025,1.025,1.025
SVC372,博普CTA股票全市场五号1期（CTA+量化选股）,2022-09-01,1.019,1.019,1.019
