基金代码,基金名称,日期,单位净值,累计净值,复权净值
B0537A,盛天国华1号A,2023-10-26,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-11-01,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-11-02,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-11-03,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-11-06,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-11-07,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-11-08,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-11-09,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-11-10,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-11-13,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-11-14,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-11-15,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-11-16,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-11-17,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-11-20,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-11-21,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-11-22,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-11-23,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-11-24,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-11-27,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-11-28,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-11-29,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-11-30,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-12-01,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-12-04,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-12-05,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-12-06,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-12-07,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-12-08,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-12-12,1.0001,1.0001,1.0001
B0537A,盛天国华1号A,2023-12-13,1.0001,1.0001,1.0001
B0537A,盛天国华1号A,2023-12-14,1.0001,1.0001,1.0001
B0537A,盛天国华1号A,2023-12-15,1.0001,1.0001,1.0001
B0537A,盛天国华1号A,2023-12-18,1.0001,1.0001,1.0001
B0537A,盛天国华1号A,2023-12-19,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-12-20,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-12-21,1.0,1.0,1.0
B0537A,盛天国华1号A,2023-12-22,0.9996,0.9996,0.9996
B0537A,盛天国华1号A,2023-12-25,1.0008,1.0008,1.0008
B0537A,盛天国华1号A,2023-12-26,0.9994,0.9994,0.9994
B0537A,盛天国华1号A,2023-12-27,0.9998,0.9998,0.9998
B0537A,盛天国华1号A,2023-12-28,0.9978,0.9978,0.9978
B0537A,盛天国华1号A,2023-12-29,1.0001,1.0001,1.0001
B0537A,盛天国华1号A,2024-01-02,1.003,1.003,1.003
B0537A,盛天国华1号A,2024-01-03,1.0029,1.0029,1.0029
B0537A,盛天国华1号A,2024-01-04,1.0044,1.0044,1.0044
B0537A,盛天国华1号A,2024-01-05,1.0042,1.0042,1.0042
B0537A,盛天国华1号A,2024-01-08,1.0015,1.0015,1.0015
B0537A,盛天国华1号A,2024-01-09,0.9967,0.9967,0.9967
B0537A,盛天国华1号A,2024-01-10,0.9895,0.9895,0.9895
B0537A,盛天国华1号A,2024-01-11,0.993,0.993,0.993
B0537A,盛天国华1号A,2024-01-12,0.9923,0.9923,0.9922999999999998
B0537A,盛天国华1号A,2024-01-15,0.995,0.995,0.9949999999999998
B0537A,盛天国华1号A,2024-01-16,0.993,0.993,0.9929999999999998
B0537A,盛天国华1号A,2024-01-17,0.996,0.996,0.996
B0537A,盛天国华1号A,2024-01-18,0.9968,0.9968,0.9968
B0537A,盛天国华1号A,2024-01-19,0.9899,0.9899,0.9899
B0537A,盛天国华1号A,2024-01-22,0.9893,0.9893,0.9893
B0537A,盛天国华1号A,2024-01-23,0.9874,0.9874,0.9874
B0537A,盛天国华1号A,2024-01-24,0.9633,0.9633,0.9633
B0537A,盛天国华1号A,2024-01-25,0.9672,0.9672,0.9672
B0537A,盛天国华1号A,2024-01-26,0.9712,0.9712,0.9711999999999998
B0537A,盛天国华1号A,2024-01-29,0.9922,0.9922,0.9921999999999996
B0537A,盛天国华1号A,2024-01-30,0.9877,0.9877,0.9876999999999998
B0537A,盛天国华1号A,2024-01-31,0.9832,0.9832,0.9831999999999996
B0537A,盛天国华1号A,2024-02-01,0.9633,0.9633,0.9632999999999998
B0537A,盛天国华1号A,2024-02-02,0.9423,0.9423,0.9422999999999998
B0537A,盛天国华1号A,2024-02-05,0.9439,0.9439,0.9438999999999996
