基金代码,基金名称,日期,单位净值,累计净值,复权净值
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-02-18,1.0,1.0,1.0
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-02-21,1.0,1.0,1.0
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-02-22,1.0,1.0,1.0
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-02-23,1.0,1.0,1.0
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-02-24,1.0,1.0,1.0
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-02-25,1.0,1.0,1.0
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-02-28,1.0,1.0,1.0
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-03-01,1.0,1.0,1.0
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-03-02,1.0,1.0,1.0
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-03-03,1.0,1.0,1.0
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-03-04,1.0,1.0,1.0
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-03-07,1.0,1.0,1.0
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-03-08,1.0,1.0,1.0
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-03-09,1.0,1.0,1.0
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-03-10,1.0,1.0,1.0
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-03-11,1.0,1.0,1.0
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-03-21,1.0001,1.0001,1.0001
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-03-24,1.0002,1.0002,1.0002
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-03-31,0.9971,0.9971,0.9971
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-04-11,1.0067,1.0067,1.0067
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-04-12,0.9936,0.9936,0.9936
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-04-15,0.9796,0.9796,0.9796
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-04-21,0.9837,0.9837,0.9837000000000002
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-04-28,0.9634,0.9634,0.9634000000000004
TB284B,盛泉恒元量化均衡专项87号B（套利多策略）,2022-05-06,0.9486,0.9486,0.9486000000000002
