基金代码,基金名称,日期,单位净值,累计净值,复权净值
AHS76B,博普安兴私享一号（股指期限套利）,2024-07-18,1.0107,1.0107,1.0
AHS76B,博普安兴私享一号（股指期限套利）,2024-07-19,1.0097,1.0097,0.999010586722074
AHS76B,博普安兴私享一号（股指期限套利）,2024-07-23,1.0103,1.0103,0.9996042346888296
AHS76B,博普安兴私享一号（股指期限套利）,2024-07-26,1.0119,1.0119,1.0011872959335115
AHS76B,博普安兴私享一号（股指期限套利）,2024-07-30,1.0129,1.0129,1.0021767092114375
AHS76B,博普安兴私享一号（股指期限套利）,2024-08-02,1.0101,1.0101,0.9994063520332442
AHS76B,博普安兴私享一号（股指期限套利）,2024-08-06,1.0109,1.0109,1.0001978826555853
AHS76B,博普安兴私享一号（股指期限套利）,2024-08-09,1.0113,1.0113,1.000593647966756
AHS76B,博普安兴私享一号（股指期限套利）,2024-08-13,1.0118,1.0118,1.001088354605719
AHS76B,博普安兴私享一号（股指期限套利）,2024-08-16,1.0125,1.0125,1.0017809439002672
AHS76B,博普安兴私享一号（股指期限套利）,2024-08-20,1.0135,1.0135,1.0027703571781934
AHS76B,博普安兴私享一号（股指期限套利）,2024-08-23,1.0132,1.0132,1.0024735331948156
AHS76B,博普安兴私享一号（股指期限套利）,2024-08-27,1.0121,1.0121,1.0013851785890968
AHS76B,博普安兴私享一号（股指期限套利）,2024-08-30,1.0121,1.0121,1.0013851785890968
AHS76B,博普安兴私享一号（股指期限套利）,2024-09-03,1.0087,1.0087,0.9980211734441478
AHS76B,博普安兴私享一号（股指期限套利）,2024-09-06,1.0126,1.0126,1.00187988522806
AHS76B,博普安兴私享一号（股指期限套利）,2024-09-10,1.0129,1.0129,1.0021767092114378
AHS76B,博普安兴私享一号（股指期限套利）,2024-09-13,1.0135,1.0135,1.0027703571781936
AHS76B,博普安兴私享一号（股指期限套利）,2024-09-19,1.012,1.012,1.0012862372613045
AHS76B,博普安兴私享一号（股指期限套利）,2024-09-20,1.0127,1.0127,1.0019788265558525
AHS76B,博普安兴私享一号（股指期限套利）,2024-09-24,1.0145,1.0145,1.0037597704561196
AHS76B,博普安兴私享一号（股指期限套利）,2024-09-27,1.0104,1.0104,0.9997031760166224
AHS76B,博普安兴私享一号（股指期限套利）,2024-10-08,0.9852,0.9852,0.9747699614128824
AHS76B,博普安兴私享一号（股指期限套利）,2024-10-09,0.9946,0.9946,0.9840704462253886
AHS76B,博普安兴私享一号（股指期限套利）,2024-10-10,1.0109,1.0109,1.0001978826555853
AHS76B,博普安兴私享一号（股指期限套利）,2024-10-11,1.0031,1.0031,0.9924804590877612
AHS76B,博普安兴私享一号（股指期限套利）,2024-10-15,1.0101,1.0101,0.9994063520332443
AHS76B,博普安兴私享一号（股指期限套利）,2024-10-18,1.0105,1.0105,0.9998021173444148
AHS76B,博普安兴私享一号（股指期限套利）,2024-10-22,0.9987,0.9987,0.9881270406648858
AHS76B,博普安兴私享一号（股指期限套利）,2024-10-25,1.0103,1.0103,0.9996042346888296
AHS76B,博普安兴私享一号（股指期限套利）,2024-10-29,1.0107,1.0107,1.0
AHS76B,博普安兴私享一号（股指期限套利）,2024-11-01,1.0104,1.0104,0.9997031760166222
AHS76B,博普安兴私享一号（股指期限套利）,2024-11-05,1.01,1.01,0.9993074107054516
AHS76B,博普安兴私享一号（股指期限套利）,2024-11-08,1.0122,1.0122,1.0014841199168891
AHS76B,博普安兴私享一号（股指期限套利）,2024-11-12,1.0146,1.0146,1.0038587117839122
AHS76B,博普安兴私享一号（股指期限套利）,2024-11-15,1.0164,1.0164,1.0056396556841791
AHS76B,博普安兴私享一号（股指期限套利）,2024-11-19,1.0116,1.0116,1.0008904719501337
AHS76B,博普安兴私享一号（股指期限套利）,2024-11-22,1.0183,1.0183,1.007519540912239
AHS76B,博普安兴私享一号（股指期限套利）,2024-11-26,1.0179,1.0179,1.0071237756010687
AHS76B,博普安兴私享一号（股指期限套利）,2024-11-29,1.0207,1.0207,1.009894132779262
AHS76B,博普安兴私享一号（股指期限套利）,2024-12-03,1.0199,1.0199,1.0091026021569212
AHS76B,博普安兴私享一号（股指期限套利）,2024-12-06,1.0224,1.0224,1.0115761353517367
AHS76B,博普安兴私享一号（股指期限套利）,2024-12-10,1.0233,1.0233,1.0124666073018704
AHS76B,博普安兴私享一号（股指期限套利）,2024-12-13,1.0257,1.0257,1.0148411991688933
AHS76B,博普安兴私享一号（股指期限套利）,2024-12-17,1.0255,1.0255,1.0146433165133082
AHS76B,博普安兴私享一号（股指期限套利）,2024-12-20,1.0261,1.0261,1.0152369644800638
AHS76B,博普安兴私享一号（股指期限套利）,2024-12-24,1.0265,1.0265,1.0156327297912342
AHS76B,博普安兴私享一号（股指期限套利）,2024-12-27,1.0271,1.0271,1.01622637775799
AHS76B,博普安兴私享一号（股指期限套利）,2024-12-31,1.0268,1.0268,1.015929553774612
AHS76B,博普安兴私享一号（股指期限套利）,2025-01-06,1.0267,1.0267,1.0158306124468193
AHS76B,博普安兴私享一号（股指期限套利）,2025-01-07,1.0249,1.0249,1.014049668546552
AHS76B,博普安兴私享一号（股指期限套利）,2025-01-10,1.0276,1.0276,1.016721084396953
AHS76B,博普安兴私享一号（股指期限套利）,2025-01-14,1.0276,1.0276,1.016721084396953
AHS76B,博普安兴私享一号（股指期限套利）,2025-01-17,1.0287,1.0287,1.0178094390026715
AHS76B,博普安兴私享一号（股指期限套利）,2025-01-21,1.0286,1.0286,1.0177104976748792
AHS76B,博普安兴私享一号（股指期限套利）,2025-01-24,1.0295,1.0295,1.018600969625013
AHS76B,博普安兴私享一号（股指期限套利）,2025-02-05,1.0296,1.0296,1.0186999109528054
AHS76B,博普安兴私享一号（股指期限套利）,2025-02-06,1.03,1.03,1.0190956762639758
AHS76B,博普安兴私享一号（股指期限套利）,2025-02-07,1.0311,1.0311,1.0201840308696943
AHS76B,博普安兴私享一号（股指期限套利）,2025-02-11,1.0338,1.0338,1.0228554467200952
AHS76B,博普安兴私享一号（股指期限套利）,2025-02-14,1.032,1.032,1.021074502819828
AHS76B,博普安兴私享一号（股指期限套利）,2025-02-18,1.0318,1.0318,1.0208766201642427
AHS76B,博普安兴私享一号（股指期限套利）,2025-02-21,1.0321,1.0321,1.0211734441476206
AHS76B,博普安兴私享一号（股指期限套利）,2025-02-25,1.0321,1.0321,1.0211734441476206
