基金代码,基金名称,日期,单位净值,累计净值,复权净值
SJY709,衍复新擎A号,2020-07-16,1.0,1.0,1.0
SJY709,衍复新擎A号,2020-07-20,1.0,1.0,1.0
SJY709,衍复新擎A号,2020-07-21,1.0,1.0,1.0
SJY709,衍复新擎A号,2020-07-22,1.0,1.0,1.0
SJY709,衍复新擎A号,2020-07-23,1.0,1.0,1.0
SJY709,衍复新擎A号,2020-07-24,1.0,1.0,1.0
SJY709,衍复新擎A号,2020-07-27,1.0,1.0,1.0
SJY709,衍复新擎A号,2020-07-28,1.0,1.0,1.0
SJY709,衍复新擎A号,2020-07-29,1.0,1.0,1.0
SJY709,衍复新擎A号,2020-07-30,1.0,1.0,1.0
SJY709,衍复新擎A号,2020-07-31,1.0,1.0,1.0
SJY709,衍复新擎A号,2020-08-03,1.0,1.0,1.0
SJY709,衍复新擎A号,2020-08-04,1.0,1.0,1.0
SJY709,衍复新擎A号,2020-08-05,1.0,1.0,1.0
SJY709,衍复新擎A号,2020-08-06,1.0,1.0,1.0
SJY709,衍复新擎A号,2020-08-07,1.0,1.0,1.0
SJY709,衍复新擎A号,2020-08-13,1.0002,1.0002,1.0002
SJY709,衍复新擎A号,2020-08-20,1.0003,1.0003,1.0003
SJY709,衍复新擎A号,2020-08-27,0.9977,0.9977,0.9977
SJY709,衍复新擎A号,2020-09-03,1.0227,1.0227,1.0227
SJY709,衍复新擎A号,2020-09-10,1.025,1.025,1.025
SJY709,衍复新擎A号,2020-09-15,0.9839,0.9839,0.9839
SJY709,衍复新擎A号,2020-09-21,0.998,0.998,0.998
SJY709,衍复新擎A号,2020-09-24,1.0069,1.0069,1.0069
SJY709,衍复新擎A号,2020-10-09,0.9724,0.9724,0.9724
SJY709,衍复新擎A号,2020-10-12,0.9733,0.9733,0.9733000000000002
SJY709,衍复新擎A号,2020-10-15,0.9985,0.9985,0.9985000000000002
SJY709,衍复新擎A号,2020-10-19,1.0182,1.0182,1.0182000000000002
SJY709,衍复新擎A号,2020-10-22,1.0159,1.0159,1.0159000000000002
SJY709,衍复新擎A号,2020-10-29,0.9884,0.9884,0.9884000000000002
SJY709,衍复新擎A号,2020-11-03,0.9835,0.9835,0.9835000000000004
SJY709,衍复新擎A号,2020-11-06,0.9935,0.9935,0.9935000000000002
SJY709,衍复新擎A号,2020-11-12,1.0177,1.0177,1.0177
SJY709,衍复新擎A号,2020-11-17,1.0211,1.0211,1.0211
SJY709,衍复新擎A号,2020-11-20,1.0331,1.0331,1.0331
SJY709,衍复新擎A号,2020-11-26,1.0398,1.0398,1.0398
SJY709,衍复新擎A号,2020-12-01,1.0266,1.0266,1.0266
SJY709,衍复新擎A号,2020-12-07,1.0395,1.0395,1.0395
SJY709,衍复新擎A号,2020-12-10,1.0415,1.0415,1.0415
SJY709,衍复新擎A号,2020-12-15,1.0076,1.0076,1.0076
SJY709,衍复新擎A号,2020-12-21,1.0238,1.0238,1.0238
SJY709,衍复新擎A号,2020-12-24,1.0307,1.0307,1.0307
SJY709,衍复新擎A号,2020-12-30,1.0389,1.0389,1.0389
SJY709,衍复新擎A号,2021-01-06,1.0569,1.0569,1.0569
SJY709,衍复新擎A号,2021-01-11,1.075,1.075,1.075
SJY709,衍复新擎A号,2021-01-14,1.0799,1.0799,1.0799
SJY709,衍复新擎A号,2021-01-21,1.0712,1.0712,1.0712
SJY709,衍复新擎A号,2021-01-28,1.1109,1.1109,1.1109
SJY709,衍复新擎A号,2021-02-02,1.0671,1.0671,1.0671
SJY709,衍复新擎A号,2021-02-08,1.0825,1.0825,1.0825
SJY709,衍复新擎A号,2021-02-18,1.0626,1.0626,1.0626
SJY709,衍复新擎A号,2021-02-19,1.1069,1.1069,1.1069
SJY709,衍复新擎A号,2021-02-22,1.119,1.119,1.119
SJY709,衍复新擎A号,2021-02-25,1.1349,1.1349,1.1349
SJY709,衍复新擎A号,2021-03-02,1.0861,1.0861,1.0861
SJY709,衍复新擎A号,2021-03-05,1.1102,1.1102,1.1102
SJY709,衍复新擎A号,2021-03-11,1.0897,1.0897,1.0897
SJY709,衍复新擎A号,2021-03-16,1.0738,1.0738,1.0738
SJY709,衍复新擎A号,2021-03-19,1.0635,1.0635,1.0635
SJY709,衍复新擎A号,2021-03-25,1.0678,1.0678,1.0678
SJY709,衍复新擎A号,2021-04-01,1.0716,1.0716,1.0716
SJY709,衍复新擎A号,2021-04-06,1.083,1.083,1.083
SJY709,衍复新擎A号,2021-04-09,1.0907,1.0907,1.0907
SJY709,衍复新擎A号,2021-04-15,1.0951,1.0951,1.0950999999999995
SJY709,衍复新擎A号,2021-04-19,1.0878,1.0878,1.0878
SJY709,衍复新擎A号,2021-04-22,1.0956,1.0956,1.0955999999999997
SJY709,衍复新擎A号,2021-04-29,1.1212,1.1212,1.1211999999999998
SJY709,衍复新擎A号,2021-05-07,1.1187,1.1187,1.1186999999999998
SJY709,衍复新擎A号,2021-05-10,1.1159,1.1159,1.1158999999999997
SJY709,衍复新擎A号,2021-05-13,1.1046,1.1046,1.1045999999999998
SJY709,衍复新擎A号,2021-05-18,1.1059,1.1059,1.1059
SJY709,衍复新擎A号,2021-05-24,1.1314,1.1314,1.1313999999999995
SJY709,衍复新擎A号,2021-05-27,1.1349,1.1349,1.1348999999999998
SJY709,衍复新擎A号,2021-06-01,1.164,1.164,1.1639999999999997
SJY709,衍复新擎A号,2021-06-07,1.1851,1.1851,1.1850999999999998
SJY709,衍复新擎A号,2021-06-10,1.1814,1.1814,1.1813999999999998
SJY709,衍复新擎A号,2021-06-16,1.1982,1.1982,1.1981999999999997
SJY709,衍复新擎A号,2021-06-21,1.1895,1.1895,1.1894999999999998
SJY709,衍复新擎A号,2021-06-24,1.1938,1.1938,1.1937999999999998
SJY709,衍复新擎A号,2021-07-01,1.2267,1.2267,1.2266999999999997
SJY709,衍复新擎A号,2021-07-05,1.2248,1.2248,1.2248
SJY709,衍复新擎A号,2021-07-08,1.2121,1.2121,1.2120999999999995
SJY709,衍复新擎A号,2021-07-15,1.2456,1.2456,1.2455999999999998
SJY709,衍复新擎A号,2021-07-19,1.2672,1.2672,1.2672
SJY709,衍复新擎A号,2021-07-22,1.2631,1.2631,1.2631
SJY709,衍复新擎A号,2021-07-29,1.2879,1.2879,1.2879
SJY709,衍复新擎A号,2021-08-03,1.2604,1.2604,1.2604
SJY709,衍复新擎A号,2021-08-06,1.2888,1.2888,1.2888
SJY709,衍复新擎A号,2021-08-13,1.3044,1.3044,1.3043999999999998
SJY709,衍复新擎A号,2021-08-17,1.3308,1.3308,1.3307999999999998
SJY709,衍复新擎A号,2021-08-20,1.3204,1.3204,1.3203999999999998
