日期,单位净值,累计净值,复权净值
2022-08-25,1.0,1.0,1.0
2022-08-26,1.0,1.0,1.0
2022-09-02,1.0,1.0,1.0
2022-09-09,1.0,1.0,1.0
2022-09-16,0.9709,0.9709,0.9709
2022-09-23,0.9789,0.9789,0.9789
2022-09-30,0.9559,0.9559,0.9559
2022-10-10,0.9807,0.9807,0.9807
2022-10-14,0.9708,0.9708,0.9708
2022-10-21,0.9829,0.9829,0.9829
2022-10-28,1.0332,1.0332,1.0332
2022-11-04,1.045,1.045,1.045
2022-11-11,1.0455,1.0455,1.0455
2022-11-18,1.057,1.057,1.057
2022-11-25,1.0784,1.0784,1.0784
2022-12-02,1.0159,1.0159,1.0159
2022-12-09,1.0072,1.0072,1.0072
2022-12-14,1.0066,1.0066,1.0066
2022-12-16,0.9939,0.9939,0.9939
2022-12-23,1.0548,1.0548,1.0548
2022-12-30,1.0287,1.0287,1.0287
2023-01-06,1.0213,1.0213,1.0213
2023-01-12,1.0247,1.0247,1.0247
2023-01-13,1.0507,1.0507,1.0507
2023-01-20,1.0872,1.0872,1.0872
2023-01-30,1.1026,1.1026,1.1026
2023-02-03,1.1107,1.1107,1.1107
2023-02-10,1.0921,1.0921,1.0921
2023-02-17,1.0552,1.0552,1.0552
2023-02-24,1.0317,1.0317,1.0317
2023-03-03,1.0281,1.0281,1.0281
2023-03-10,0.9981,0.9981,0.9981
2023-03-17,0.9481,0.9481,0.9481
2023-03-24,0.9601,0.9601,0.9601
2023-03-31,0.952,0.952,0.952
2023-04-06,0.9701,0.9701,0.9701
2023-04-07,0.9878,0.9878,0.9878
2023-04-14,0.9818,0.9818,0.9818
2023-04-21,1.0205,1.0205,1.0205
2023-04-28,1.0712,1.0712,1.0712
2023-05-05,1.0712,1.0712,1.0712
2023-05-12,1.0528,1.0528,1.0528
2023-05-19,1.0552,1.0552,1.0552
2023-05-26,1.0352,1.0352,1.0352
2023-06-02,1.036,1.036,1.036
2023-06-09,1.0468,1.0468,1.0468
2023-06-16,1.0946,1.0946,1.0946
2023-06-21,1.0843,1.0843,1.0843
2023-06-26,1.1139,1.1139,1.1139
2023-06-30,1.0781,1.0781,1.0781
2023-07-07,1.0469,1.0469,1.0469
2023-07-14,1.0599,1.0599,1.0599
2023-07-21,1.0333,1.0333,1.0333
2023-07-28,1.0623,1.0623,1.0623
2023-08-04,1.063,1.063,1.063
2023-08-11,1.0981,1.0981,1.0981
2023-08-16,1.0981,1.0981,1.0981
2023-08-17,1.0981,1.0981,1.0981
2023-08-18,1.1463,1.1463,1.1463
2023-08-25,1.2067,1.2067,1.2067
2023-09-01,1.1763,1.1763,1.1763
2023-09-08,1.1594,1.1594,1.1594
2023-09-15,1.1384,1.1384,1.1384
2023-09-22,1.1696,1.1696,1.1696
2023-09-28,1.1519,1.1519,1.1519
2023-10-09,1.1482,1.1482,1.1482
2023-10-13,1.1508,1.1508,1.1508
2023-10-20,1.1955,1.1955,1.1955
2023-10-27,1.1633,1.1633,1.1633
2023-11-03,1.1805,1.1805,1.1805
2023-11-10,1.1911,1.1911,1.1911
2023-11-17,1.177,1.177,1.177
2023-11-24,1.2043,1.2043,1.2043
2023-12-01,1.2039,1.2039,1.2039
2023-12-08,1.2397,1.2397,1.2397
2023-12-15,1.2461,1.2461,1.2461
2023-12-22,1.2993,1.2993,1.2993
2023-12-29,1.3036,1.3036,1.3036
2024-01-05,1.3146,1.3146,1.3146
2024-01-12,1.3459,1.3459,1.3459
2024-01-19,1.3752,1.3752,1.3752
2024-01-26,1.3951,1.3951,1.3951
2024-02-02,1.4685,1.4685,1.4685
2024-02-08,1.6054,1.6054,1.6054
2024-02-19,1.5953,1.5953,1.5953
2024-02-23,1.612,1.612,1.612
2024-02-27,1.1,1.6146,1.6146
2024-03-01,1.0963,1.6109,1.60916907
2024-03-05,1.1078,1.6224,1.62604898
2024-03-08,1.0996,1.6142,1.61401287
2024-03-15,1.0907,1.6053,1.60094929
2024-03-22,1.1041,1.6187,1.62061805
2024-03-29,1.0922,1.6068,1.60315102
2024-04-03,1.0845,1.5991,1.59184882
2024-04-08,1.0981,1.6127,1.61181115
2024-04-12,1.0723,1.5869,1.57394144
2024-04-19,1.0699,1.5845,1.57041867
2024-04-26,1.0876,1.6022,1.59639905
