复权净值,累计净值,最大回撤,单位净值,涨跌幅,日期,管理人名称,产品代码,产品名称,产品简称,管理人规模,策略类型
1.845,1.845,0.0,1.845,0.018774157923799023,2020-12-10,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.863,1.863,0.0,1.863,0.009756097560975618,2020-12-11,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.85,1.85,-0.006977992485238809,1.85,-0.006977992485238809,2020-12-14,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.848,1.848,-0.008051529790660173,1.848,-0.001081081081081082,2020-12-15,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.851,1.851,-0.006441223832528186,1.851,0.0016233766233765647,2020-12-16,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.854,1.854,-0.00483091787439608,1.854,0.0016207455429498184,2020-12-17,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.865,1.865,0.0,1.865,0.005933117583602965,2020-12-18,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.887,1.887,0.0,1.887,0.011796246648793576,2020-12-21,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.873,1.873,-0.007419183889772132,1.873,-0.007419183889772132,2020-12-22,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.881,1.881,-0.0031796502384737707,1.881,0.004271222637479983,2020-12-23,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.872,1.872,-0.007949125596184367,1.872,-0.004784688995215256,2020-12-24,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.869,1.869,-0.009538950715421312,1.869,-0.0016025641025641632,2020-12-25,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.845,1.845,-0.022257551669316394,1.845,-0.012841091492776898,2020-12-28,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.836,1.836,-0.02702702702702699,1.836,-0.004878048780487749,2020-12-29,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.844,1.844,-0.02278749337572863,1.844,0.004357298474945538,2020-12-30,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.856,1.856,-0.01642819289878109,1.856,0.006507592190889377,2020-12-31,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.873,1.873,-0.007419183889772132,1.873,0.009159482758620637,2021-01-04,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.902,1.902,0.0,1.902,0.015483182060864877,2021-01-05,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.905,1.905,0.0,1.905,0.0015772870662461166,2021-01-06,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.924,1.924,0.0,1.924,0.009973753280839846,2021-01-07,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.919,1.919,-0.0025987525987525434,1.919,-0.0025987525987525434,2021-01-08,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.918,1.918,-0.0031185031185031213,1.918,-0.000521104742053211,2021-01-11,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.925,1.925,0.0,1.925,0.003649635036496412,2021-01-12,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.913,1.913,-0.006233766233766239,1.913,-0.006233766233766239,2021-01-13,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.908,1.908,-0.008831168831168896,1.908,-0.0026136957658129197,2021-01-14,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.9,1.9,-0.012987012987013056,1.9,-0.004192872117400423,2021-01-15,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.883,1.883,-0.021818181818181837,1.883,-0.008947368421052582,2021-01-18,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.879,1.879,-0.023896103896103915,1.879,-0.0021242697822623493,2021-01-19,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.856,1.856,-0.03584415584415582,1.856,-0.012240553485896706,2021-01-20,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.834,1.834,-0.04727272727272726,1.834,-0.011853448275862079,2021-01-21,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.835,1.835,-0.0467532467532468,1.835,0.0005452562704470501,2021-01-22,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.824,1.824,-0.052467532467532454,1.824,-0.005994550408719291,2021-01-25,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.828,1.828,-0.05038961038961037,1.828,0.002192982456140353,2021-01-26,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.82,1.82,-0.054545454545454536,1.82,-0.004376367614879653,2021-01-27,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.847,1.847,-0.04051948051948055,1.847,0.014835164835164788,2021-01-28,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.856,1.856,-0.03584415584415582,1.856,0.004872766648619447,2021-01-29,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.83,1.83,-0.04935064935064933,1.83,-0.014008620689655185,2021-02-01,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.829,1.829,-0.04987012987012991,1.829,-0.0005464480874317551,2021-02-02,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.835,1.835,-0.0467532467532468,1.835,0.0032804811372334638,2021-02-03,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.82,1.82,-0.054545454545454536,1.82,-0.008174386920980874,2021-02-04,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.836,1.836,-0.04623376623376622,1.836,0.008791208791208798,2021-02-05,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.842,1.842,-0.043116883116883095,1.842,0.003267973856209153,2021-02-08,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.873,1.873,-0.027012987012987037,1.873,0.016829533116178023,2021-02-09,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.897,1.897,-0.014545454545454558,1.897,0.012813667912439947,2021-02-10,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.934,1.934,0.0,1.934,0.019504480759093265,2021-02-18,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.952,1.952,0.0,1.952,0.009307135470527413,2021-02-19,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.03,2.03,0.0,2.03,0.03995901639344254,2021-02-22,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.055,2.055,0.0,2.055,0.012315270935960767,2021-02-23,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.08,2.08,0.0,2.08,0.012165450121654457,2021-02-24,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.096,2.096,0.0,2.096,0.007692307692307699,2021-02-25,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.053,2.053,-0.020515267175572588,2.053,-0.020515267175572588,2021-02-26,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.055,2.055,-0.01956106870229004,2.055,0.00097418412079894,2021-03-01,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.059,2.059,-0.017652671755725154,2.059,0.0019464720194647218,2021-03-02,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.069,2.069,-0.01288167938931304,2.069,0.004856726566294213,2021-03-03,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.081,2.081,-0.007156488549618379,2.081,0.005799903334944423,2021-03-04,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.058,2.058,-0.018129770992366533,2.058,-0.01105237866410386,2021-03-05,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.094,2.094,-0.0009541984732825495,2.094,0.01749271137026241,2021-03-08,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.107,2.107,0.0,2.107,0.006208213944603794,2021-03-09,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.077,2.077,-0.014238253440911364,2.077,-0.014238253440911364,2021-03-10,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.072,2.072,-0.01661129568106319,2.072,-0.0024073182474722648,2021-03-11,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.068,2.068,-0.01850972947318469,2.068,-0.001930501930501932,2021-03-12,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.04,2.04,-0.0317987660180352,2.04,-0.01353965183752419,2021-03-15,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.045,2.045,-0.029425723777883377,2.045,0.0024509803921568107,2021-03-16,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.008,2.008,-0.04698623635500721,2.008,-0.018092909535452284,2021-03-17,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.0,2.0,-0.05078310393925021,2.0,-0.003984063745019924,2021-03-18,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.013,2.013,-0.044613194114855384,2.013,0.00649999999999995,2021-03-19,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.006,2.006,-0.047935453251068065,2.006,-0.0034773969200199294,2021-03-22,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.028,2.028,-0.0374940673943997,2.028,0.010967098703888456,2021-03-23,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.034,2.034,-0.034646416706217556,2.034,0.002958579881656698,2021-03-24,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.042,2.042,-0.030849549121974552,2.042,0.003933136676499512,2021-03-25,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.022,2.022,-0.04034171808258206,2.022,-0.00979431929480902,2021-03-26,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.024,2.024,-0.039392501186521205,2.024,0.000989119683481812,2021-03-29,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.04,2.04,-0.0317987660180352,2.04,0.007905138339920955,2021-03-30,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.041,2.041,-0.031324157570004875,2.041,0.0004901960784313185,2021-03-31,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.041,2.041,-0.031324157570004875,2.041,0.0,2021-04-01,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.047,2.047,-0.02847650688182252,2.047,0.0029397354238119683,2021-04-02,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.048,2.048,-0.028001898433792197,2.048,0.0004885197850512408,2021-04-06,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.037,2.037,-0.03322259136212638,2.037,-0.005371093750000059,2021-04-07,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.017,2.017,-0.042714760322733886,2.017,-0.00981836033382426,2021-04-08,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.018,2.018,-0.04224015187470356,2.018,0.0004957858205254784,2021-04-09,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.014,2.014,-0.04413858566682506,2.014,-0.0019821605550049575,2021-04-12,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.017,2.017,-0.042714760322733886,2.017,0.0014895729890765214,2021-04-13,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.021,2.021,-0.04081632653061238,2.021,0.001983143282102134,2021-04-14,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.017,2.017,-0.042714760322733886,2.017,-0.001979218208807523,2021-04-15,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.032,2.032,-0.0355956336022782,2.032,0.007436787307883057,2021-04-16,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.056,2.056,-0.024205030849549194,2.056,0.011811023622047254,2021-04-19,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.052,2.052,-0.026103464641670696,2.052,-0.0019455252918287955,2021-04-20,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.053,2.053,-0.025628856193640373,2.053,0.00048732943469780206,2021-04-21,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.077,2.077,-0.014238253440911364,2.077,0.011690209449585983,2021-04-22,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.081,2.081,-0.012339819648789864,2.081,0.0019258545979778544,2021-04-23,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.085,2.085,-0.010441385856668362,2.085,0.0019221528111484881,2021-04-26,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.095,2.095,-0.005695301376364504,2.095,0.004796163069544475,2021-04-27,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.063,2.063,-0.020882771713336513,2.063,-0.015274463007159917,2021-04-28,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.062,2.062,-0.021357380161367047,2.062,-0.0004847309743094202,2021-04-29,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.047,2.047,-0.02847650688182252,2.047,-0.00727449078564485,2021-04-30,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.071,2.071,-0.017085904129093513,2.071,0.01172447484123108,2021-05-06,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.141,2.141,0.0,2.141,0.03380009657170441,2021-05-07,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.193,2.193,0.0,2.193,0.024287716020551166,2021-05-10,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.198,2.198,0.0,2.198,0.0022799817601458702,2021-05-11,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.219,2.219,0.0,2.219,0.009554140127388493,2021-05-12,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.19,2.19,-0.01306894997746729,2.19,-0.01306894997746729,2021-05-13,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.167,2.167,-0.023433979269941438,2.167,-0.01050228310502289,2021-05-14,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.171,2.171,-0.021631365479945944,2.171,0.0018458698661744364,2021-05-17,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.176,2.176,-0.019378098242451423,2.176,0.0023030861354216203,2021-05-18,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.174,2.174,-0.02027940513744927,2.174,-0.0009191176470589263,2021-05-19,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.154,2.154,-0.029292474087426745,2.154,-0.00919963201471942,2021-05-20,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.166,2.166,-0.02388463271744026,2.166,0.005571030640668529,2021-05-21,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.161,2.161,-0.02613789995493458,2.161,-0.0023084025854108467,2021-05-24,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.167,2.167,-0.023433979269941438,2.167,0.002776492364645897,2021-05-25,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.165,2.165,-0.024335286164939084,2.165,-0.0009229349330871157,2021-05-26,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.174,2.174,-0.02027940513744927,2.174,0.004157043879907574,2021-05-27,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.165,2.165,-0.024335286164939084,2.165,-0.004139834406623688,2021-05-28,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.169,2.169,-0.02253267237494359,2.169,0.0018475750577367223,2021-05-31,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.158,2.158,-0.02748986029743125,2.158,-0.005071461502996828,2021-06-01,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.155,2.155,-0.028841820639927924,2.155,-0.0013901760889713224,2021-06-02,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.173,2.173,-0.020730058584948096,2.173,0.008352668213457188,2021-06-03,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.162,2.162,-0.025687246507435757,2.162,-0.005062126092959098,2021-06-04,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.157,2.157,-0.027940513744930076,2.157,-0.002312673450508739,2021-06-07,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.152,2.152,-0.030193780982424395,2.152,-0.002318034306907693,2021-06-08,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.139,2.139,-0.036052275799909904,2.139,-0.00604089219330871,2021-06-09,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.125,2.125,-0.042361424064894036,2.125,-0.006545114539504344,2021-06-10,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.123,2.123,-0.043262730959891686,2.123,-0.0009411764705881317,2021-06-11,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.098,2.098,-0.05452906714736368,2.098,-0.011775788977861683,2021-06-15,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.101,2.101,-0.05317710680486701,2.101,0.001429933269780798,2021-06-16,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.091,2.091,-0.057683641279855646,2.091,-0.004759638267491569,2021-06-17,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.095,2.095,-0.05588102748986015,2.095,0.0019129603060736506,2021-06-18,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.089,2.089,-0.05858494817485349,2.089,-0.0028639618138425905,2021-06-21,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.073,2.073,-0.06579540333483547,2.073,-0.007659167065581625,2021-06-22,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.078,2.078,-0.06354213609734115,2.078,0.0024119633381572084,2021-06-23,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.088,2.088,-0.059035601622352316,2.088,0.004812319538017436,2021-06-24,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.112,2.112,-0.048219918882379344,2.112,0.011494252873563229,2021-06-25,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.089,2.089,-0.05858494817485349,2.089,-0.010890151515151577,2021-06-28,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.067,2.067,-0.06849932401982861,2.067,-0.010531354715174628,2021-06-29,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.059,2.059,-0.07210455159981961,2.059,-0.0038703434929850057,2021-06-30,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.048,2.048,-0.07706173952230727,2.048,-0.005342399222923807,2021-07-01,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.055,2.055,-0.07390716538981511,2.055,0.0034179687500000572,2021-07-02,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.044,2.044,-0.07886435331230277,2.044,-0.0053527980535280385,2021-07-05,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.067,2.067,-0.06849932401982861,2.067,0.011252446183953097,2021-07-06,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.024,2.024,-0.08787742226228024,2.024,-0.020803096274794458,2021-07-07,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.026,2.026,-0.08697611536728259,2.026,0.0009881422924900097,2021-07-08,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.022,2.022,-0.0887787291572781,2.022,-0.0019743336623889458,2021-07-09,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.03,2.03,-0.08517350157728709,2.03,0.003956478733926809,2021-07-12,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.025,2.025,-0.08742676881478141,2.025,-0.0024630541871920658,2021-07-13,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.017,2.017,-0.09103199639477241,2.017,-0.003950617283950621,2021-07-14,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.003,2.003,-0.09734114465975655,2.003,-0.006941001487357358,2021-07-15,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.01,2.01,-0.09418657052726458,2.01,0.003494757863205029,2021-07-16,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
2.018,2.018,-0.09058134294727359,2.018,0.003980099502487566,2021-07-19,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
1.988,1.988,-0.1041009463722397,1.988,-0.01486620416253707,2021-07-20,上海远澜,SS9088,远澜翠柏1号私募证券投资基金,远澜翠柏1号,20-50亿元,套利策略_期货套利
