date,nav_unit,nav_accumulated,nav_adjusted,NH0100.NHF,excess_nav
2017-06-30,1.0,1.0,1.0,1.0,1.0
2017-07-07,1.0,1.0,1.0,1.0071,0.9929
2017-07-14,1.011,1.011,1.011,1.0212,0.9898
2017-07-21,1.012,1.012,1.012,1.051,0.961
2017-07-28,1.011,1.011,1.011,1.0463,0.9647
2017-08-04,1.028,1.028,1.028,1.073,0.955
2017-08-11,1.035,1.035,1.035,1.0838,0.9512
2017-08-18,1.033,1.033,1.033,1.1136,0.9194
2017-08-25,1.037,1.037,1.037,1.1379,0.8991
2017-09-01,1.044,1.044,1.044,1.1381,0.9059
2017-09-08,1.051,1.051,1.051,1.1183,0.9327
2017-09-15,1.05,1.05,1.05,1.0901,0.9599
2017-09-22,1.051,1.051,1.051,1.0488,1.0022
2017-09-29,1.054,1.054,1.054,1.0415,1.0125
2017-10-13,1.054,1.054,1.054,1.0614,0.9926
2017-10-20,1.056,1.056,1.056,1.0632,0.9928
2017-10-27,1.054,1.054,1.054,1.0337,1.0203
2017-11-03,1.057,1.057,1.057,1.0481,1.0089
2017-11-10,1.065,1.065,1.065,1.0684,0.9966
2017-11-17,1.063,1.063,1.063,1.0587,1.0043
2017-11-24,1.059,1.059,1.059,1.0957,0.9633
2017-12-01,1.065,1.065,1.065,1.0983,0.9667
2017-12-08,1.072,1.072,1.072,1.0747,0.9973
2017-12-15,1.07,1.07,1.07,1.0731,0.9969
2017-12-22,1.076,1.076,1.076,1.0953,0.9807
2017-12-29,1.077,1.077,1.077,1.0873,0.9897
2018-01-05,1.082,1.082,1.082,1.0983,0.9837
2018-01-12,1.081,1.081,1.081,1.0978,0.9832
2018-01-19,1.078,1.078,1.078,1.0897,0.9883
2018-01-26,1.085,1.085,1.085,1.0944,0.9906
2018-02-02,1.083,1.083,1.083,1.0847,0.9983
2018-02-09,1.069,1.069,1.069,1.0725,0.9965
2018-02-14,1.072,1.072,1.072,1.0882,0.9838
2018-02-23,1.075,1.075,1.075,1.105,0.97
2018-03-02,1.072,1.072,1.072,1.1084,0.9636
2018-03-09,1.066,1.066,1.066,1.061,1.005
2018-03-16,1.057,1.057,1.057,1.0605,0.9965
2018-03-23,1.05,1.05,1.05,1.0159,1.0341
2018-03-30,1.057,1.057,1.057,1.0263,1.0307
2018-04-04,1.059,1.059,1.059,1.0274,1.0316
2018-04-13,1.066,1.066,1.066,1.0346,1.0314
2018-04-20,1.047,1.047,1.047,1.0437,1.0033
2018-04-27,1.04,1.04,1.04,1.0473,0.9927
2018-05-04,1.037,1.037,1.037,1.0622,0.9748
2018-05-11,1.038,1.038,1.038,1.069,0.969
2018-05-18,1.038,1.038,1.038,1.0658,0.9722
2018-05-25,1.026,1.026,1.026,1.0569,0.9691
2018-06-01,1.038,1.038,1.038,1.0744,0.9636
2018-06-08,1.04,1.04,1.04,1.0725,0.9675
2018-06-15,1.04,1.04,1.04,1.0782,0.9618
2018-06-22,1.03,1.03,1.03,1.0489,0.9811
2018-06-29,1.033,1.033,1.033,1.071,0.962
2018-07-06,1.04,1.04,1.04,1.048,0.992
2018-07-13,1.059,1.059,1.059,1.0482,1.0108
2018-07-20,1.006,1.0617,1.0617,1.055,1.0067
2018-07-27,1.001,1.0567,1.0564,1.0811,0.9754
2018-08-03,1.014,1.0697,1.0701,1.0937,0.9764
2018-08-10,1.019,1.0747,1.0754,1.1097,0.9657
2018-08-17,1.032,1.0877,1.0891,1.1085,0.9807
2018-08-24,1.031,1.0867,1.0881,1.1147,0.9734
2018-08-31,1.036,1.0917,1.0934,1.102,0.9914
2018-09-07,1.043,1.0987,1.1007,1.0956,1.0052
2018-09-14,1.048,1.1037,1.106,1.0973,1.0088
