date,nav_unit,nav_accumulated,nav_adjusted,NH0100.NHF,excess_nav
2024-03-22,1.0,1.0,1.0,1.0,1.0
2024-03-29,1.0002,1.0002,1.0002,0.9855,1.0147
2024-04-03,1.0002,1.0002,1.0002,0.9999,1.0003
2024-04-12,1.0003,1.0003,1.0003,1.0372,0.9631
2024-04-19,1.0032,1.0032,1.0032,1.0416,0.9616
2024-04-26,1.0012,1.0012,1.0012,1.0495,0.9517
2024-04-30,1.0003,1.0003,1.0003,1.0429,0.9574
2024-05-10,1.001,1.001,1.001,1.0387,0.9623
2024-05-17,1.005,1.005,1.005,1.0596,0.9454
2024-05-24,1.0015,1.0015,1.0015,1.0658,0.9357
2024-05-31,1.0039,1.0039,1.0039,1.0604,0.9435
2024-06-07,1.0033,1.0033,1.0033,1.0422,0.9611
2024-06-14,1.004,1.004,1.004,1.0315,0.9725
2024-06-21,1.0067,1.0067,1.0067,1.0262,0.9805
2024-06-28,1.0109,1.0109,1.0109,1.0297,0.9812
2024-07-05,1.0111,1.0111,1.0111,1.0422,0.9689
2024-07-12,1.0107,1.0107,1.0107,1.0239,0.9868
2024-07-19,1.0103,1.0103,1.0103,1.0079,1.0024
2024-07-26,1.0129,1.0129,1.0129,0.984,1.0289
2024-08-02,1.0109,1.0109,1.0109,0.9822,1.0287
2024-08-09,1.0118,1.0118,1.0118,0.9547,1.0571
2024-08-16,1.0135,1.0135,1.0135,0.9383,1.0752
2024-08-23,1.0121,1.0121,1.0121,0.9396,1.0725
2024-08-30,1.0087,1.0087,1.0087,0.9616,1.0471
2024-09-06,1.0129,1.0129,1.0129,0.9155,1.0974
2024-09-13,1.012,1.012,1.012,0.9205,1.0915
2024-09-20,1.0145,1.0145,1.0145,0.9328,1.0817
2024-09-27,0.9852,0.9852,0.9852,0.9728,1.0124
2024-09-30,0.9946,0.9946,0.9946,1.0058,0.9888
2024-10-11,1.0101,1.0101,1.0101,0.9993,1.0108
2024-10-18,0.9987,0.9987,0.9987,0.9813,1.0174
2024-10-25,1.0107,1.0107,1.0107,0.9909,1.0198
2024-11-01,1.01,1.01,1.01,0.9918,1.0182
2024-11-08,1.0146,1.0146,1.0146,1.0009,1.0137
2024-11-15,1.0116,1.0116,1.0116,0.9639,1.0477
2024-11-22,1.0179,1.0179,1.0179,0.9761,1.0418
2024-11-29,1.0199,1.0199,1.0199,0.9809,1.039
2024-12-06,1.0233,1.0233,1.0233,0.9728,1.0505
2024-12-13,1.0255,1.0255,1.0255,0.9827,1.0428
2024-12-20,1.0265,1.0265,1.0265,0.9601,1.0664
2024-12-27,1.0268,1.0268,1.0268,0.9627,1.0641
2025-01-03,1.0249,1.0249,1.0249,0.9665,1.0584
2025-01-10,1.0276,1.0276,1.0276,0.9693,1.0583
2025-01-17,1.0286,1.0286,1.0286,1.0087,1.0199
2025-01-24,1.0296,1.0296,1.0296,0.9958,1.0338
2025-01-27,1.03,1.03,1.03,0.9954,1.0346
2025-02-07,1.0338,1.0338,1.0338,1.0111,1.0227
2025-02-14,1.0318,1.0318,1.0318,1.0023,1.0295
2025-02-21,1.0321,1.0321,1.0321,1.0098,1.0223
2025-02-28,1.0324,1.0324,1.0324,0.9927,1.0397
2025-03-07,1.035,1.035,1.035,0.9773,1.0577
2025-03-14,1.0363,1.0363,1.0363,0.9905,1.0458
2025-03-21,1.0376,1.0376,1.0376,0.9805,1.0571
2025-03-28,1.038,1.038,1.038,0.9926,1.0454
2025-04-03,1.0377,1.0377,1.0377,0.9882,1.0495
2025-04-11,1.0379,1.0379,1.0379,0.9378,1.1001
2025-04-18,1.0381,1.0381,1.0381,0.9415,1.0966
2025-04-25,1.0411,1.0411,1.0411,0.9538,1.0873
2025-04-30,1.0402,1.0402,1.0402,0.9361,1.1041
2025-05-09,1.0409,1.0409,1.0409,0.9282,1.1127
2025-05-16,1.0417,1.0417,1.0417,0.9333,1.1084
2025-05-23,1.0414,1.0414,1.0414,0.9287,1.1127
2025-05-30,1.0412,1.0412,1.0412,0.9137,1.1275
2025-06-06,1.0415,1.0415,1.0415,0.9302,1.1113
2025-06-13,1.04,1.04,1.04,0.9501,1.0899
2025-06-20,1.0397,1.0397,1.0397,0.9719,1.0678
2025-06-27,1.0396,1.0396,1.0396,0.9524,1.0872
2025-07-04,1.0405,1.0405,1.0405,0.96,1.0805
2025-07-11,1.0394,1.0394,1.0394,0.9697,1.0697
2025-07-18,1.0404,1.0404,1.0404,0.9826,1.0578
