date,nav_unit,nav_accumulated,nav_adjusted,NH0100.NHF,excess_nav
2019-02-15,1.0,1.0,1.0,1.0,1.0
2019-02-22,1.0,1.0,1.0,1.0249,0.9751
2019-03-01,0.995,0.995,0.995,1.0311,0.9639
2019-03-08,0.981,0.981,0.981,1.0064,0.9746
2019-03-15,0.978,0.978,0.978,1.0071,0.9709
2019-03-22,0.969,0.969,0.969,1.0072,0.9618
2019-03-29,1.003,1.003,1.003,0.9987,1.0043
2019-04-04,1.004,1.004,1.004,1.0241,0.9799
2019-04-12,1.006,1.006,1.006,1.0364,0.9696
2019-04-19,1.017,1.017,1.017,1.0231,0.9939
2019-04-26,1.035,1.035,1.035,1.0193,1.0157
2019-04-30,1.035,1.035,1.035,1.0269,1.0081
2019-05-10,1.036,1.036,1.036,1.0272,1.0088
2019-05-17,1.084,1.084,1.084,1.041,1.043
2019-05-24,1.118,1.118,1.118,1.0392,1.0788
2019-05-31,1.115,1.115,1.115,1.0265,1.0885
2019-06-06,1.114,1.114,1.114,1.0087,1.1053
2019-06-14,1.116,1.116,1.116,1.0248,1.0912
2019-06-21,1.107,1.107,1.107,1.0368,1.0702
2019-06-28,1.119,1.119,1.119,1.0485,1.0705
2019-07-05,1.132,1.132,1.132,1.0453,1.0867
2019-07-12,1.141,1.141,1.141,1.0529,1.0881
2019-07-19,1.126,1.126,1.126,1.0685,1.0575
2019-07-26,1.122,1.122,1.122,1.0523,1.0697
2019-08-02,1.122,1.122,1.122,1.0383,1.0837
2019-08-09,1.123,1.123,1.123,1.0239,1.0991
2019-08-16,1.124,1.124,1.124,1.026,1.098
2019-08-23,1.124,1.124,1.124,1.0255,1.0985
2019-08-30,1.133,1.133,1.133,1.0313,1.1017
2019-09-06,1.097,1.097,1.097,1.0397,1.0573
2019-09-12,1.104,1.104,1.104,1.0583,1.0457
2019-09-20,1.095,1.095,1.095,1.0442,1.0508
2019-09-27,1.11,1.11,1.11,1.0344,1.0756
2019-09-30,1.115,1.115,1.115,1.0378,1.0772
2019-10-11,1.096,1.096,1.096,1.0397,1.0563
2019-10-18,1.096,1.096,1.096,1.0235,1.0725
2019-10-25,1.103,1.103,1.103,1.0364,1.0666
