date,nav_adjusted,NH0100.NHF,excess_nav
2019-09-20,0.869,1.0727,0.7963
2019-09-27,0.87,1.0626,0.8074
2019-09-30,0.874,1.0661,0.8079
2019-10-11,0.864,1.0681,0.7959
2019-10-18,0.862,1.0515,0.8105
2019-10-25,0.86,1.0646,0.7954
2019-11-01,0.855,1.0604,0.7946
2019-11-08,0.86,1.0546,0.8054
2019-11-15,0.858,1.0554,0.8026
2019-11-22,0.861,1.0699,0.7911
2019-11-29,0.871,1.0682,0.8028
2019-12-06,0.893,1.079,0.814
2019-12-13,0.902,1.0978,0.8042
2019-12-20,0.903,1.0998,0.8032
2019-12-27,0.907,1.1094,0.7976
2020-01-03,0.907,1.1106,0.7964
2020-01-10,0.916,1.1095,0.8065
2020-01-17,0.906,1.1046,0.8014
2020-01-23,0.898,1.0779,0.8201
2020-02-07,0.902,1.0285,0.8735
2020-02-14,0.889,1.0392,0.8498
2020-02-21,0.886,1.0606,0.8254
2020-02-28,0.885,0.9957,0.8893
2020-03-06,0.878,1.0168,0.8612
2020-03-13,0.881,0.9757,0.9053
2020-03-20,0.882,0.9321,0.9499
2020-03-27,0.881,0.9328,0.9482
2020-04-03,0.898,0.9334,0.9646
2020-04-10,0.899,0.9736,0.9254
2020-04-17,0.897,0.9579,0.9391
2020-04-24,0.897,0.9492,0.9478
2020-04-30,0.898,0.9566,0.9414
2020-05-08,0.896,0.9789,0.9171
2020-05-15,0.894,0.9825,0.9115
2020-05-22,0.897,0.9959,0.9011
2020-05-29,0.901,1.0148,0.8862
2020-06-05,0.906,1.0365,0.8695
2020-06-12,0.91,1.027,0.883
2020-06-19,0.912,1.0457,0.8663
2020-06-24,0.914,1.0413,0.8727
2020-07-03,0.928,1.0413,0.8867
2020-07-10,0.944,1.0476,0.8964
2020-07-17,0.951,1.0594,0.8916
2020-07-24,0.963,1.0679,0.8951
2020-07-31,0.952,1.0721,0.8799
2020-08-07,0.957,1.0891,0.8679
2020-08-14,0.973,1.0827,0.8903
2020-08-21,0.985,1.0815,0.9035
2020-08-28,0.965,1.0941,0.8709
2020-09-04,0.977,1.0937,0.8833
2020-09-11,0.997,1.0583,0.9387
2020-09-18,1.028,1.0746,0.9534
2020-09-25,1.027,1.038,0.989
2020-09-30,1.026,1.0347,0.9913
2020-10-09,1.052,1.0662,0.9858
2020-10-16,1.044,1.0706,0.9734
2020-10-23,1.049,1.0665,0.9825
2020-10-30,1.052,1.0324,1.0196
2020-11-06,1.053,1.0487,1.0043
2020-11-13,1.054,1.0748,0.9792
2020-11-20,1.058,1.0962,0.9618
2020-11-27,1.054,1.124,0.93
2020-12-04,1.056,1.1363,0.9197
2020-12-11,1.06,1.1585,0.9015
2020-12-18,1.101,1.2095,0.8915
2020-12-25,1.093,1.2093,0.8837
2020-12-31,1.105,1.1928,0.9122
2021-01-08,1.123,1.2502,0.8728
2021-01-15,1.156,1.2234,0.9326
2021-01-22,1.098,1.2088,0.8892
2021-01-29,1.124,1.1982,0.9258
2021-02-05,1.13,1.2224,0.9076
2021-02-10,1.141,1.246,0.895
2021-02-19,1.153,1.297,0.856
2021-02-26,1.183,1.3263,0.8567
2021-03-05,1.19,1.3047,0.8853
2021-03-12,1.221,1.2902,0.9308
2021-03-19,1.205,1.2476,0.9574
2021-03-26,1.184,1.2615,0.9225
2021-04-02,1.148,1.2976,0.8504
2021-04-09,1.158,1.2794,0.8786
2021-04-16,1.151,1.3216,0.8294
2021-04-23,1.171,1.3284,0.8426
2021-04-30,1.18,1.3497,0.8303
2021-05-07,1.181,1.4099,0.7711
2021-05-14,1.168,1.376,0.792
2021-05-21,1.172,1.3323,0.8397
2021-05-28,1.154,1.3525,0.8015
2021-06-04,1.154,1.3807,0.7733
2021-06-11,1.158,1.4074,0.7506
2021-06-18,1.155,1.3583,0.7967
2021-06-25,1.154,1.3947,0.7593
2021-07-02,1.159,1.3963,0.7627
2021-07-09,1.159,1.3927,0.7663
2021-07-16,1.166,1.4171,0.7489
2021-07-23,1.161,1.4107,0.7503
2021-07-30,1.156,1.4295,0.7265
2021-08-06,1.148,1.4008,0.7472
2021-08-13,1.156,1.3991,0.7569
2021-08-20,1.148,1.3516,0.7964
2021-08-27,1.151,1.4015,0.7495
2021-09-03,1.165,1.4157,0.7493
2021-09-10,1.163,1.4189,0.7441
2021-09-17,1.171,1.3956,0.7754
2021-09-24,1.186,1.4292,0.7568
2021-09-30,1.192,1.4664,0.7256
2021-10-08,1.193,1.5075,0.6855
2021-10-15,1.196,1.5441,0.6519
2021-10-22,1.199,1.4881,0.7109
2021-10-29,1.194,1.4376,0.7564
2021-11-05,1.196,1.3855,0.8105
2021-11-12,1.195,1.3964,0.7986
2021-11-19,1.193,1.3953,0.7977
2021-11-26,1.197,1.4011,0.7959
2021-12-03,1.204,1.3779,0.8261
2021-12-10,1.208,1.3909,0.8171
2021-12-17,1.225,1.422,0.803
2021-12-24,1.252,1.4488,0.8032
2021-12-31,1.243,1.4426,0.8004
2022-01-07,1.225,1.4818,0.7432
2022-01-14,1.233,1.5093,0.7237
2022-01-21,1.231,1.5324,0.6986
2022-01-28,1.221,1.5493,0.6717
2022-02-11,1.367,1.5687,0.7983
2022-02-18,1.372,1.5693,0.8027
2022-02-25,1.355,1.5863,0.7687
2022-03-04,1.335,1.7041,0.6309
2022-03-11,1.323,1.7449,0.5781
2022-03-18,1.334,1.7331,0.6009
2022-03-25,1.31,1.8036,0.5064
2022-04-01,1.289,1.7679,0.5211
2022-04-08,1.287,1.7657,0.5213
2022-04-15,1.29,1.8303,0.4597
2022-04-22,1.314,1.8062,0.5078
2022-04-29,1.311,1.8039,0.5071
2022-05-06,1.319,1.7699,0.5491
2022-05-13,1.327,1.7501,0.5769
2022-05-20,1.344,1.7752,0.5688
2022-05-27,1.274,1.791,0.483
2022-06-02,1.272,1.8265,0.4455
2022-06-10,1.272,1.8431,0.4289
2022-06-17,1.2707,1.7448,0.5259
2022-06-24,1.2707,1.6178,0.6529
2022-07-01,1.2695,1.6243,0.6452
2022-07-08,1.2695,1.563,0.7065
2022-07-15,1.2695,1.4244,0.8451
2022-07-22,1.2695,1.5029,0.7666
2022-07-29,1.2695,1.5915,0.678
2022-08-05,1.2695,1.5727,0.6968
2022-08-12,1.2695,1.6255,0.644
2022-08-19,1.2695,1.5755,0.694
2022-08-26,1.2695,1.6454,0.6241
2022-09-02,1.2695,1.5615,0.708
2022-09-09,1.2695,1.5965,0.673
2022-09-16,1.2695,1.6063,0.6632
2022-09-23,1.2644,1.6166,0.6478
2022-09-30,1.2593,1.61,0.6493
2022-10-14,1.2656,1.6462,0.6194
2022-10-21,1.2466,1.602,0.6446
2022-10-28,1.2135,1.5788,0.6347
2022-11-04,1.2567,1.6315,0.6252
2022-11-11,1.2631,1.6715,0.5916
2022-11-18,1.2669,1.6618,0.6051
2022-11-25,1.2669,1.6487,0.6182
2022-12-02,1.2466,1.6721,0.5745
2022-12-09,1.2962,1.6756,0.6206
2022-12-16,1.3038,1.6901,0.6137
2022-12-23,1.2745,1.6752,0.5993
2022-12-30,1.2593,1.7262,0.5331
2023-01-06,1.2427,1.6886,0.5541
2023-01-13,1.2427,1.7255,0.5172
2023-01-20,1.2809,1.7651,0.5158
2023-02-03,1.2529,1.7251,0.5278
2023-02-10,1.2364,1.7131,0.5233
2023-02-17,1.23,1.7277,0.5023
2023-02-24,1.2046,1.748,0.4566
2023-03-03,1.183,1.7552,0.4278
2023-03-10,1.188,1.7205,0.4675
2023-03-17,1.2466,1.683,0.5636
2023-03-24,1.272,1.6787,0.5933
2023-03-31,1.2542,1.7018,0.5524
2023-04-07,1.2695,1.7133,0.5562
2023-04-14,1.2771,1.7043,0.5728
2023-04-21,1.2847,1.6688,0.6159
2023-04-28,1.3242,1.6319,0.6923
2023-05-05,1.3712,1.6143,0.7569
2023-05-12,1.3827,1.5833,0.7994
2023-05-19,1.375,1.6084,0.7666
2023-05-26,1.4043,1.5713,0.833
2023-06-02,1.3763,1.5952,0.7811
2023-06-09,1.3801,1.6286,0.7515
2023-06-16,1.3928,1.6707,0.7221
2023-06-21,1.3738,1.6628,0.711
2023-06-30,1.3547,1.666,0.6887
2023-07-07,1.3483,1.6837,0.6646
2023-07-14,1.3878,1.7403,0.6475
2023-07-21,1.3572,1.7556,0.6016
2023-07-28,1.3788,1.7747,0.6041
2023-08-04,1.3598,1.7633,0.5965
2023-08-11,1.3381,1.7646,0.5735
2023-08-18,1.3267,1.7827,0.544
2023-08-25,1.3394,1.8323,0.5071
2023-09-01,1.3623,1.8763,0.486
2023-09-08,1.3572,1.8533,0.5039
2023-09-15,1.3712,1.9038,0.4674
2023-09-22,1.3623,1.8802,0.4821
2023-09-28,1.3763,1.8739,0.5024
2023-10-13,1.4145,1.8181,0.5964
2023-10-20,1.4005,1.8304,0.5701
2023-10-27,1.3954,1.845,0.5504
2023-11-03,1.3916,1.8601,0.5315
2023-11-10,1.3967,1.8528,0.5439
2023-11-17,1.3903,1.8436,0.5467
2023-11-24,1.4005,1.8484,0.5521
2023-12-01,1.4068,1.8407,0.5661
2023-12-08,1.4208,1.8468,0.574
2023-12-15,1.4196,1.8231,0.5965
2023-12-22,1.4259,1.8588,0.5671
2023-12-29,1.4157,1.8333,0.5824
2024-01-05,1.4221,1.8261,0.596
2024-01-12,1.4221,1.8162,0.6059
2024-01-19,1.4145,1.824,0.5905
2024-01-26,1.4157,1.8546,0.5611
2024-02-02,1.4208,1.8005,0.6203
2024-02-08,1.4183,1.8157,0.6026
2024-02-23,1.4094,1.8258,0.5836
2024-03-01,1.4005,1.8291,0.5714
2024-03-08,1.4348,1.8579,0.5769
2024-03-15,1.4666,1.8489,0.6177
2024-03-22,1.459,1.8648,0.5942
2024-03-29,1.459,1.8377,0.6213
2024-04-03,1.4628,1.8647,0.5981
2024-04-12,1.4755,1.9342,0.5413
2024-04-19,1.4755,1.9423,0.5332
2024-04-26,1.4755,1.957,0.5185
2024-04-30,1.473,1.9448,0.5282
2024-05-10,1.4793,1.937,0.5423
2024-05-17,1.473,1.976,0.497
2024-05-24,1.4908,1.9875,0.5033
2024-05-31,1.4882,1.9775,0.5107
2024-06-07,1.4857,1.9436,0.5421
2024-06-14,1.4895,1.9235,0.566
2024-06-21,1.4997,1.9137,0.586
2024-06-28,1.5099,1.9202,0.5897
2024-07-05,1.5035,1.9434,0.5601
2024-07-12,1.4921,1.9093,0.5828
2024-07-19,1.4946,1.8795,0.6151
2024-07-26,1.5289,1.835,0.6939
2024-08-02,1.5289,1.8316,0.6973
2024-08-09,1.5328,1.7803,0.7525
2024-08-16,1.5506,1.7497,0.8009
2024-08-23,1.5429,1.7522,0.7907
2024-08-30,1.5378,1.7931,0.7447
2024-09-06,1.5696,1.7072,0.8624
2024-09-13,1.5747,1.7164,0.8583
2024-09-20,1.5811,1.7395,0.8416
2024-09-27,1.5938,1.814,0.7798
2024-09-30,1.5989,1.8756,0.7233
2024-10-11,1.5989,1.8635,0.7354
2024-10-18,1.5964,1.83,0.7664
2024-10-25,1.5951,1.8478,0.7473
2024-11-01,1.5875,1.8494,0.7381
2024-11-08,1.5773,1.8664,0.7109
2024-11-15,1.5824,1.7975,0.7849
2024-11-22,1.5735,1.8203,0.7532
2024-11-29,1.5671,1.8292,0.7379
2024-12-06,1.5607,1.8141,0.7466
2024-12-13,1.5468,1.8324,0.7144
2024-12-20,1.5722,1.7905,0.7817
2024-12-27,1.5531,1.7952,0.7579
2025-01-03,1.5595,1.8024,0.7571
2025-01-10,1.5569,1.8076,0.7493
2025-01-17,1.5887,1.8811,0.7076
2025-01-24,1.5455,1.8569,0.6886
2025-01-27,1.5417,1.8562,0.6855
2025-02-07,1.5251,1.8855,0.6396
2025-02-14,1.52,1.8691,0.6509
2025-02-21,1.5289,1.8831,0.6458
2025-02-28,1.506,1.8511,0.6549
2025-03-07,1.506,1.8224,0.6836
2025-03-14,1.5137,1.847,0.6667
2025-03-21,1.515,1.8283,0.6867
2025-03-28,1.4806,1.851,0.6296
2025-04-03,1.473,1.8427,0.6303
2025-04-11,1.5251,1.7487,0.7764
2025-04-18,1.5289,1.7558,0.7731
2025-04-25,1.5289,1.7785,0.7504
2025-04-30,1.5315,1.7456,0.7859
2025-05-09,1.5404,1.7309,0.8095
2025-05-16,1.4984,1.7404,0.758
2025-05-23,1.4933,1.7317,0.7616
2025-05-30,1.5086,1.7037,0.8049
2025-06-06,1.4908,1.7347,0.7561
2025-06-13,1.5048,1.7717,0.7331
2025-06-20,1.5442,1.8123,0.7319
2025-06-27,1.52,1.7761,0.7439
2025-07-04,1.52,1.7902,0.7298
2025-07-11,1.52,1.8083,0.7117
2025-07-18,1.5315,1.8324,0.6991
2025-07-25,1.6396,1.8825,0.7571
