date,nav_unit,nav_accumulated,nav_adjusted,NH0100.NHF,excess_nav
2023-10-27,1.0002,1.0002,1.0002,1.0,1.0002
2023-11-03,1.0006,1.0006,1.0006,1.0082,0.9924
2023-11-10,1.0065,1.0065,1.0065,1.0042,1.0023
2023-11-17,1.0071,1.0071,1.0071,0.9993,1.0078
2023-11-24,1.0096,1.0096,1.0096,1.0018,1.0078
2023-12-01,1.0211,1.0211,1.0211,0.9976,1.0235
2023-12-08,1.0182,1.0182,1.0182,1.001,1.0172
2023-12-15,1.0113,1.0113,1.0113,0.9881,1.0232
2023-12-22,1.0174,1.0174,1.0174,1.0074,1.01
2023-12-29,1.0204,1.0204,1.0204,0.9937,1.0267
2024-01-05,1.0341,1.0341,1.0341,0.9897,1.0444
2024-01-12,1.0313,1.0313,1.0313,0.9844,1.0469
2024-01-19,1.0338,1.0338,1.0338,0.9886,1.0452
2024-01-26,1.0413,1.0413,1.0413,1.0052,1.0361
2024-02-02,1.0302,1.0302,1.0302,0.9759,1.0543
2024-02-08,0.9934,0.9934,0.9934,0.9841,1.0093
2024-02-23,1.0142,1.0142,1.0142,0.9896,1.0246
2024-03-01,0.995,0.995,0.995,0.9914,1.0036
2024-03-08,1.0198,1.0198,1.0198,1.007,1.0128
2024-03-15,1.0448,1.0448,1.0448,1.0021,1.0427
2024-03-22,1.0611,1.0611,1.0611,1.0107,1.0504
2024-03-29,1.0729,1.0729,1.0729,0.996,1.0769
2024-04-03,1.0802,1.0802,1.0802,1.0106,1.0696
2024-04-12,1.0787,1.0787,1.0787,1.0483,1.0304
2024-04-19,1.0716,1.0716,1.0716,1.0527,1.0189
2024-04-26,1.0683,1.0683,1.0683,1.0607,1.0076
2024-04-30,1.0629,1.0629,1.0629,1.0541,1.0088
2024-05-10,1.0704,1.0704,1.0704,1.0498,1.0206
2024-05-17,1.079,1.079,1.079,1.071,1.008
2024-05-24,1.0877,1.0877,1.0877,1.0772,1.0105
2024-05-31,1.0892,1.0892,1.0892,1.0718,1.0174
2024-06-07,1.0548,1.0548,1.0548,1.0534,1.0014
2024-06-14,1.0542,1.0542,1.0542,1.0425,1.0117
2024-06-21,1.0718,1.0718,1.0718,1.0372,1.0346
2024-06-28,1.0842,1.0842,1.0842,1.0407,1.0435
2024-07-05,1.0843,1.0843,1.0843,1.0533,1.031
2024-07-12,1.0826,1.0826,1.0826,1.0349,1.0477
2024-07-19,1.0713,1.0713,1.0713,1.0187,1.0526
2024-07-26,1.0835,1.0835,1.0835,0.9946,1.0889
2024-08-02,1.0939,1.0939,1.0939,0.9927,1.1012
2024-08-09,1.1017,1.1017,1.1017,0.9649,1.1368
2024-08-16,1.1203,1.1203,1.1203,0.9483,1.172
2024-08-23,1.1146,1.1146,1.1146,0.9497,1.1649
2024-08-30,1.1036,1.1036,1.1036,0.9719,1.1317
2024-09-06,1.1121,1.1121,1.1121,0.9253,1.1868
2024-09-13,1.1086,1.1086,1.1086,0.9303,1.1783
2024-09-20,1.1076,1.1076,1.1076,0.9428,1.1648
2024-09-27,1.1128,1.1128,1.1128,0.9832,1.1296
2024-09-30,1.1274,1.1274,1.1274,1.0166,1.1108
2024-10-11,1.1774,1.1774,1.1774,1.01,1.1674
2024-10-18,1.168,1.168,1.168,0.9918,1.1762
2024-10-25,1.1935,1.1935,1.1935,1.0015,1.192
2024-11-01,1.179,1.179,1.179,1.0024,1.1766
2024-11-08,1.2122,1.2122,1.2122,1.0116,1.2006
2024-11-15,1.2157,1.2157,1.2157,0.9742,1.2415
2024-11-22,1.2364,1.2364,1.2364,0.9866,1.2498
2024-11-29,1.2421,1.2421,1.2421,0.9914,1.2507
2024-12-06,1.261,1.261,1.261,0.9832,1.2778
2024-12-13,1.2589,1.2589,1.2589,0.9932,1.2657
2024-12-20,1.2603,1.2603,1.2603,0.9704,1.2899
2024-12-27,1.2529,1.2529,1.2529,0.973,1.2799
2025-01-03,1.287,1.287,1.287,0.9769,1.3101
2025-01-10,1.2986,1.2986,1.2986,0.9797,1.3189
2025-01-17,1.3118,1.3118,1.3118,1.0195,1.2923
2025-01-24,1.3041,1.3041,1.3041,1.0064,1.2977
2025-01-27,1.3028,1.3028,1.3028,1.0061,1.2967
2025-02-07,1.3135,1.3135,1.3135,1.022,1.2915
2025-02-14,1.313,1.313,1.313,1.0131,1.2999
2025-02-21,1.3284,1.3284,1.3284,1.0206,1.3078
2025-02-28,1.3334,1.3334,1.3334,1.0033,1.3301
2025-03-07,1.349,1.349,1.349,0.9877,1.3613
2025-03-14,1.3544,1.3544,1.3544,1.0011,1.3533
2025-03-21,1.381,1.381,1.381,0.9909,1.3901
2025-03-28,1.3599,1.3599,1.3599,1.0032,1.3567
2025-04-03,1.3701,1.3701,1.3701,0.9988,1.3713
2025-04-11,1.3836,1.3836,1.3836,0.9478,1.4358
2025-04-18,1.3928,1.3928,1.3928,0.9516,1.4412
2025-04-25,1.3963,1.3963,1.3963,0.964,1.4323
2025-04-30,1.4028,1.4028,1.4028,0.9461,1.4567
