date,nav_adjusted,H11009.CSI,excess_nav
2019-04-19,1.0638,0.9986,1.0652
2019-04-22,1.0514,0.9986,1.0528
2019-04-23,1.0531,0.9981,1.055
2019-04-24,1.0553,0.9977,1.0576
2019-04-25,1.0472,0.9978,1.0494
2019-04-26,1.0433,0.9981,1.0452
2019-04-29,1.0506,0.998,1.0526
2019-04-30,1.053,0.9985,1.0545
2019-05-06,1.0179,1.0005,1.0174
2019-05-07,1.0223,1.001,1.0213
2019-05-08,1.0108,1.0015,1.0093
2019-05-09,1.0008,1.0023,0.9985
2019-05-10,1.0087,1.0027,1.006
2019-05-13,1.0036,1.0036,1.0
2019-05-14,1.0088,1.004,1.0048
2019-05-15,1.0142,1.004,1.0102
2019-05-16,1.013,1.0044,1.0086
2019-05-17,1.014,1.0046,1.0094
2019-05-20,1.0142,1.005,1.0092
2019-05-21,1.0237,1.0048,1.0189
2019-05-22,1.0453,1.0043,1.041
2019-05-23,1.0506,1.0045,1.0461
2019-05-24,1.0489,1.0048,1.0441
2019-05-27,1.0553,1.0045,1.0508
2019-05-28,1.0497,1.0041,1.0456
2019-05-29,1.0325,1.0049,1.0276
2019-05-30,1.0282,1.0054,1.0228
2019-05-31,1.0236,1.0058,1.0178
2019-06-03,1.033,1.0063,1.0267
2019-06-04,1.0318,1.0069,1.0249
2019-06-05,1.0284,1.0074,1.021
2019-06-06,1.0285,1.0077,1.0208
2019-06-10,1.0237,1.008,1.0157
2019-06-11,1.0372,1.0074,1.0298
2019-06-12,1.0423,1.0075,1.0348
2019-06-13,1.0379,1.0077,1.0302
2019-06-14,1.0403,1.008,1.0323
2019-06-17,1.0355,1.0087,1.0268
2019-06-18,1.0369,1.0088,1.0281
2019-06-19,1.0487,1.009,1.0397
2019-06-20,1.066,1.0095,1.0565
2019-06-21,1.0698,1.0098,1.06
2019-06-24,1.074,1.0101,1.0639
2019-06-25,1.0708,1.0102,1.0606
2019-06-26,1.0641,1.0104,1.0537
2019-06-27,1.0792,1.0106,1.0686
2019-06-28,1.087,1.011,1.076
2019-07-01,1.1095,1.0115,1.098
2019-07-02,1.1211,1.0125,1.1086
2019-07-03,1.122,1.0135,1.1085
2019-07-04,1.104,1.0141,1.0899
2019-07-05,1.0902,1.0143,1.0759
2019-07-08,1.0843,1.0143,1.07
2019-07-09,1.1125,1.0142,1.0983
2019-07-10,1.1204,1.0144,1.106
2019-07-11,1.1098,1.0147,1.0951
2019-07-12,1.1163,1.0148,1.1015
2019-07-15,1.1139,1.0151,1.0988
2019-07-16,1.1286,1.0151,1.1135
2019-07-17,1.1229,1.0152,1.1077
2019-07-18,1.1234,1.0154,1.108
2019-07-19,1.1265,1.0155,1.111
2019-07-22,1.1166,1.0159,1.1007
2019-07-23,1.1097,1.0163,1.0934
2019-07-24,1.1044,1.0163,1.0881
2019-07-25,1.0992,1.0164,1.0828
2019-07-26,1.1014,1.0166,1.0848
2019-07-29,1.1001,1.0167,1.0834
2019-07-30,1.1017,1.0166,1.0851
2019-07-31,1.099,1.0171,1.0819
2019-08-01,1.0945,1.0176,1.0769
2019-08-02,1.103,1.0187,1.0843
2019-08-05,1.1014,1.02,1.0814
2019-08-06,1.1023,1.0208,1.0815
2019-08-07,1.0999,1.021,1.0789
2019-08-08,1.1022,1.0213,1.0809
2019-08-09,1.1081,1.022,1.0861
2019-08-12,1.1091,1.0223,1.0868
2019-08-13,1.0972,1.0228,1.0744
2019-08-14,1.0929,1.0233,1.0696
2019-08-15,1.0977,1.0237,1.074
2019-08-16,1.1023,1.0237,1.0786
2019-08-19,1.1073,1.024,1.0833
2019-08-20,1.1046,1.0241,1.0805
2019-08-21,1.1188,1.0239,1.0949
2019-08-22,1.115,1.0236,1.0914
2019-08-23,1.1153,1.0236,1.0917
2019-08-26,1.1136,1.0241,1.0895
2019-08-27,1.1274,1.0241,1.1033
2019-08-28,1.1285,1.024,1.1045
2019-08-29,1.1213,1.0242,1.0971
2019-08-30,1.1207,1.0238,1.0969
2019-09-02,1.1253,1.0238,1.1015
2019-09-03,1.1322,1.0236,1.1086
2019-09-04,1.1279,1.0237,1.1042
2019-09-05,1.1233,1.0247,1.0986
2019-09-06,1.1267,1.0254,1.1013
2019-09-09,1.124,1.0258,1.0982
2019-09-10,1.125,1.0257,1.0993
2019-09-11,1.1216,1.0255,1.0961
2019-09-12,1.1308,1.0252,1.1056
2019-09-16,1.118,1.0253,1.0927
2019-09-17,1.1034,1.0254,1.078
2019-09-18,1.1067,1.0251,1.0816
2019-09-19,1.1092,1.0251,1.0841
2019-09-20,1.1164,1.025,1.0914
2019-09-23,1.1018,1.0252,1.0766
2019-09-24,1.1004,1.0252,1.0752
2019-09-25,1.1057,1.0251,1.0806
2019-09-26,1.104,1.0249,1.0791
2019-09-27,1.1224,1.0247,1.0977
2019-09-30,1.1188,1.0251,1.0937
2019-10-08,1.1185,1.0261,1.0924
2019-10-09,1.1131,1.0264,1.0867
2019-10-10,1.1118,1.0263,1.0855
2019-10-11,1.1161,1.0261,1.09
2019-10-14,1.1148,1.0259,1.0889
2019-10-15,1.1272,1.0258,1.1014
2019-10-16,1.1268,1.0258,1.101
2019-10-17,1.1348,1.026,1.1088
2019-10-18,1.1274,1.0259,1.1015
2019-10-21,1.1298,1.0258,1.104
2019-10-22,1.132,1.0253,1.1067
2019-10-23,1.122,1.0254,1.0966
2019-10-24,1.123,1.0253,1.0977
2019-10-25,1.1209,1.0253,1.0956
2019-10-28,1.1242,1.0248,1.0994
2019-10-29,1.1214,1.0243,1.0971
2019-10-30,1.1147,1.0235,1.0912
2019-10-31,1.1121,1.0233,1.0888
2019-11-01,1.1236,1.0235,1.1001
2019-11-04,1.1214,1.0237,1.0977
2019-11-05,1.118,1.0241,1.0939
2019-11-06,1.123,1.0248,1.0982
2019-11-07,1.1303,1.0252,1.1051
2019-11-08,1.1314,1.0251,1.1063
2019-11-11,1.1366,1.0257,1.1109
2019-11-12,1.1407,1.0261,1.1146
2019-11-13,1.1419,1.0264,1.1155
2019-11-14,1.1398,1.0266,1.1132
2019-11-15,1.1476,1.0269,1.1207
2019-11-18,1.1504,1.0282,1.1222
2019-11-19,1.1541,1.029,1.1251
2019-11-20,1.1579,1.0297,1.1282
2019-11-21,1.1501,1.0303,1.1198
2019-11-22,1.1378,1.0305,1.1073
2019-11-25,1.1412,1.0305,1.1107
2019-11-26,1.1375,1.0305,1.107
2019-11-27,1.1343,1.0307,1.1036
2019-11-28,1.1336,1.0309,1.1027
2019-11-29,1.1308,1.0312,1.0996
2019-12-02,1.1311,1.0312,1.0999
2019-12-03,1.1308,1.0311,1.0997
2019-12-04,1.1267,1.0314,1.0953
2019-12-05,1.1269,1.0317,1.0952
2019-12-06,1.1211,1.0317,1.0894
2019-12-09,1.1241,1.0319,1.0922
2019-12-10,1.1326,1.0321,1.1005
2019-12-11,1.1344,1.0323,1.1021
2019-12-12,1.1279,1.0327,1.0952
2019-12-13,1.1327,1.0328,1.0999
2019-12-16,1.1262,1.0329,1.0933
2019-12-17,1.13,1.0328,1.0972
2019-12-18,1.1297,1.0328,1.0969
2019-12-19,1.135,1.033,1.102
2019-12-20,1.1367,1.0337,1.103
2019-12-23,1.1315,1.0345,1.097
2019-12-24,1.1263,1.0352,1.0911
2019-12-25,1.1219,1.0358,1.0861
2019-12-26,1.1233,1.0364,1.0869
2019-12-27,1.1312,1.0369,1.0943
2019-12-30,1.1358,1.0372,1.0986
2019-12-31,1.1397,1.0375,1.1022
2020-01-02,1.1468,1.0376,1.1092
2020-01-03,1.1518,1.0375,1.1143
2020-01-06,1.1459,1.038,1.1079
2020-01-07,1.1441,1.0383,1.1058
2020-01-08,1.1412,1.0386,1.1026
2020-01-09,1.1464,1.0388,1.1076
2020-01-10,1.1542,1.0394,1.1148
2020-01-13,1.1492,1.0401,1.1091
2020-01-14,1.1532,1.0402,1.113
2020-01-15,1.1492,1.0402,1.109
2020-01-16,1.137,1.0403,1.0967
2020-01-17,1.1392,1.0406,1.0986
2020-01-20,1.1423,1.0415,1.1008
2020-01-21,1.1329,1.0422,1.0907
2020-01-22,1.1414,1.0429,1.0985
2020-01-23,1.1312,1.0437,1.0875
2020-02-03,1.1307,1.0503,1.0804
2020-02-04,1.1394,1.0502,1.0892
2020-02-05,1.1369,1.0503,1.0866
2020-02-06,1.1432,1.0505,1.0927
2020-02-07,1.1376,1.0513,1.0863
2020-02-10,1.1339,1.0524,1.0815
2020-02-11,1.1436,1.0526,1.091
2020-02-12,1.1546,1.0526,1.102
2020-02-13,1.1532,1.0528,1.1004
2020-02-14,1.158,1.0529,1.1051
2020-02-17,1.162,1.0527,1.1093
2020-02-18,1.1563,1.0528,1.1035
2020-02-19,1.152,1.0529,1.0991
2020-02-20,1.1633,1.0528,1.1105
2020-02-21,1.1676,1.0531,1.1145
2020-02-24,1.1852,1.054,1.1312
2020-02-25,1.1804,1.0545,1.1259
2020-02-26,1.1746,1.0548,1.1198
2020-02-27,1.1865,1.0554,1.1311
2020-02-28,1.2064,1.0565,1.1499
2020-03-02,1.2091,1.057,1.1521
2020-03-03,1.205,1.0568,1.1482
2020-03-04,1.2073,1.0579,1.1494
2020-03-05,1.2163,1.0581,1.1582
2020-03-06,1.2164,1.0588,1.1576
2020-03-09,1.2549,1.0623,1.1926
2020-03-10,1.2811,1.0616,1.2195
2020-03-11,1.2866,1.0614,1.2252
2020-03-12,1.3098,1.0612,1.2486
2020-03-13,1.3295,1.0607,1.2688
2020-03-16,1.3183,1.0605,1.2578
2020-03-17,1.3389,1.0599,1.279
2020-03-18,1.3448,1.0595,1.2853
2020-03-19,1.361,1.0593,1.3017
2020-03-20,1.3601,1.0597,1.3004
2020-03-23,1.3514,1.0611,1.2903
2020-03-24,1.3469,1.0616,1.2853
2020-03-25,1.3557,1.0619,1.2938
2020-03-26,1.3578,1.0627,1.2951
2020-03-27,1.3696,1.0634,1.3062
2020-03-30,1.3855,1.0638,1.3217
2020-03-31,1.3739,1.0643,1.3096
2020-04-01,1.3797,1.0653,1.3144
2020-04-02,1.3821,1.0657,1.3164
2020-04-03,1.3768,1.0658,1.311
2020-04-07,1.3625,1.0705,1.292
2020-04-08,1.3626,1.0726,1.29
2020-04-09,1.3642,1.0738,1.2904
2020-04-10,1.3636,1.0738,1.2898
2020-04-13,1.3602,1.0738,1.2864
2020-04-14,1.3767,1.0741,1.3026
2020-04-15,1.37,1.0747,1.2953
2020-04-16,1.3762,1.0755,1.3007
2020-04-17,1.3903,1.0758,1.3145
2020-04-20,1.4065,1.0755,1.331
2020-04-21,1.4024,1.0755,1.3269
2020-04-22,1.4468,1.0763,1.3705
2020-04-23,1.4406,1.0776,1.363
2020-04-24,1.4316,1.0783,1.3533
2020-04-27,1.4472,1.0785,1.3687
2020-04-28,1.4578,1.0787,1.3791
2020-04-29,1.4511,1.0791,1.372
2020-04-30,1.4531,1.0793,1.3738
2020-05-06,1.4453,1.079,1.3663
2020-05-07,1.442,1.0778,1.3642
2020-05-08,1.4544,1.077,1.3774
2020-05-11,1.4492,1.0754,1.3738
2020-05-12,1.4534,1.0743,1.3791
2020-05-13,1.4635,1.0739,1.3896
2020-05-14,1.4605,1.0736,1.3869
2020-05-15,1.4542,1.0738,1.3804
2020-05-18,1.464,1.0737,1.3903
2020-05-19,1.4699,1.0729,1.397
2020-05-20,1.4694,1.0729,1.3965
2020-05-21,1.4667,1.0727,1.394
2020-05-22,1.4623,1.0739,1.3884
2020-05-25,1.4592,1.0735,1.3857
2020-05-26,1.459,1.0721,1.3869
2020-05-27,1.4503,1.07,1.3803
2020-05-28,1.4481,1.0696,1.3785
2020-05-29,1.4582,1.0695,1.3887
2020-06-01,1.4887,1.0697,1.419
2020-06-02,1.4926,1.0674,1.4252
2020-06-03,1.4903,1.0646,1.4257
2020-06-04,1.4895,1.0633,1.4262
2020-06-05,1.4833,1.0613,1.422
2020-06-08,1.4901,1.061,1.4291
2020-06-09,1.4911,1.0613,1.4298
2020-06-10,1.4886,1.0612,1.4274
2020-06-11,1.4831,1.0619,1.4212
2020-06-12,1.4889,1.0628,1.4261
2020-06-15,1.4837,1.0637,1.42
2020-06-16,1.4952,1.0617,1.4335
2020-06-17,1.4917,1.0607,1.431
2020-06-18,1.4922,1.0605,1.4317
2020-06-19,1.5057,1.0605,1.4452
2020-06-22,1.4978,1.0602,1.4376
2020-06-23,1.491,1.059,1.432
2020-06-24,1.4988,1.0597,1.4391
2020-06-29,1.4867,1.0612,1.4255
2020-06-30,1.4991,1.0616,1.4375
2020-07-01,1.5106,1.0619,1.4487
2020-07-02,1.5359,1.0624,1.4735
2020-07-03,1.55,1.0619,1.4881
2020-07-06,1.6073,1.0598,1.5475
2020-07-07,1.6269,1.0574,1.5695
2020-07-08,1.6396,1.0563,1.5833
2020-07-09,1.6573,1.0542,1.6031
2020-07-10,1.6557,1.0539,1.6018
2020-07-13,1.7026,1.0534,1.6492
2020-07-14,1.6861,1.0534,1.6327
2020-07-15,1.674,1.0542,1.6198
2020-07-16,1.6242,1.0551,1.5691
2020-07-17,1.63,1.0553,1.5747
2020-07-20,1.6531,1.0557,1.5974
2020-07-21,1.6683,1.0574,1.6109
2020-07-22,1.6871,1.0582,1.6289
2020-07-23,1.6884,1.0587,1.6297
2020-07-24,1.6423,1.0599,1.5824
2020-07-27,1.6456,1.0604,1.5852
2020-07-28,1.6423,1.06,1.5823
2020-07-29,1.6655,1.0593,1.6062
2020-07-30,1.6644,1.0587,1.6057
2020-07-31,1.6678,1.0583,1.6095
2020-08-03,1.7058,1.0584,1.6474
2020-08-04,1.7338,1.0586,1.6752
2020-08-05,1.7391,1.0585,1.6806
2020-08-06,1.7441,1.0583,1.6858
2020-08-07,1.7301,1.0578,1.6723
2020-08-10,1.719,1.0583,1.6607
2020-08-11,1.7174,1.0586,1.6588
2020-08-12,1.7057,1.0584,1.6473
2020-08-13,1.7094,1.0584,1.651
2020-08-14,1.7192,1.0588,1.6604
2020-08-17,1.7404,1.0594,1.681
2020-08-18,1.7432,1.0594,1.6838
2020-08-19,1.7315,1.0588,1.6727
2020-08-20,1.7257,1.0581,1.6676
2020-08-21,1.7371,1.0576,1.6795
2020-08-24,1.7219,1.0578,1.6641
2020-08-25,1.7012,1.0568,1.6444
2020-08-26,1.6934,1.056,1.6374
2020-08-27,1.6875,1.0557,1.6318
2020-08-28,1.7309,1.0547,1.6762
2020-08-31,1.7362,1.0554,1.6808
2020-09-01,1.7267,1.0556,1.6711
2020-09-02,1.7253,1.0548,1.6705
2020-09-03,1.7413,1.0544,1.6869
2020-09-04,1.7373,1.054,1.6833
2020-09-07,1.7378,1.0535,1.6843
2020-09-08,1.7306,1.0537,1.6769
2020-09-09,1.7265,1.0544,1.6721
2020-09-10,1.7184,1.0551,1.6633
2020-09-11,1.7222,1.0547,1.6675
2020-09-14,1.7337,1.0542,1.6795
2020-09-15,1.7293,1.0548,1.6745
2020-09-16,1.7085,1.0549,1.6536
2020-09-17,1.7071,1.0549,1.6522
2020-09-18,1.7316,1.055,1.6766
2020-09-21,1.7288,1.0555,1.6733
2020-09-22,1.7233,1.0561,1.6672
2020-09-23,1.7217,1.0562,1.6655
2020-09-24,1.7029,1.0563,1.6466
2020-09-25,1.6943,1.0559,1.6384
2020-09-28,1.6995,1.0559,1.6436
2020-09-29,1.6978,1.0558,1.642
2020-09-30,1.7054,1.0555,1.6499
2020-10-09,1.734,1.0555,1.6785
2020-10-12,1.7717,1.0553,1.7164
2020-10-13,1.7779,1.0554,1.7225
2020-10-14,1.7607,1.0551,1.7056
2020-10-15,1.7402,1.0549,1.6853
2020-10-16,1.7273,1.055,1.6723
2020-10-19,1.7197,1.0558,1.6639
2020-10-20,1.7196,1.056,1.6636
2020-10-21,1.7149,1.0564,1.6585
2020-10-22,1.7123,1.0576,1.6547
2020-10-23,1.6985,1.0574,1.6411
2020-10-26,1.7077,1.0577,1.65
2020-10-27,1.7242,1.058,1.6662
2020-10-28,1.7366,1.0582,1.6784
2020-10-29,1.7587,1.0584,1.7003
2020-10-30,1.773,1.0586,1.7144
2020-11-02,1.7995,1.0591,1.7404
2020-11-03,1.802,1.0595,1.7425
2020-11-04,1.8353,1.0598,1.7755
2020-11-05,1.8535,1.0601,1.7934
2020-11-06,1.8721,1.0599,1.8122
2020-11-09,1.9289,1.06,1.8689
2020-11-10,1.8989,1.0598,1.8391
2020-11-11,1.8833,1.0596,1.8237
2020-11-12,1.8721,1.0596,1.8125
2020-11-13,1.8506,1.0587,1.7919
2020-11-16,1.8743,1.059,1.8153
2020-11-17,1.8779,1.0586,1.8193
2020-11-18,1.8918,1.0578,1.834
2020-11-19,1.9038,1.0572,1.8466
2020-11-20,1.9089,1.0569,1.852
2020-11-23,1.9166,1.0579,1.8587
2020-11-24,1.898,1.0578,1.8402
2020-11-25,1.8691,1.0585,1.8106
2020-11-26,1.8718,1.0588,1.813
2020-11-27,1.898,1.0587,1.8393
2020-11-30,1.9096,1.0603,1.8493
2020-12-01,1.9354,1.0603,1.8751
2020-12-02,1.9664,1.06,1.9064
2020-12-03,1.9559,1.0602,1.8957
2020-12-04,1.9559,1.0607,1.8952
2020-12-07,1.971,1.0608,1.9102
2020-12-08,1.9689,1.0615,1.9074
2020-12-09,1.9895,1.0616,1.9279
2020-12-10,2.0335,1.0621,1.9714
2020-12-11,2.0721,1.0616,2.0105
2020-12-14,2.0485,1.0617,1.9868
2020-12-15,2.0394,1.0624,1.977
2020-12-16,2.0564,1.063,1.9934
2020-12-17,2.0655,1.063,2.0025
2020-12-18,2.1152,1.0631,2.0521
2020-12-21,2.202,1.0643,2.1377
2020-12-22,2.1998,1.0655,2.1343
2020-12-23,2.168,1.0659,2.1021
2020-12-24,2.1684,1.0655,2.1029
2020-12-25,2.1653,1.0662,2.0991
2020-12-28,2.1762,1.0671,2.1091
2020-12-29,2.1643,1.0676,2.0967
2020-12-30,2.1584,1.0682,2.0902
2020-12-31,2.1757,1.0683,2.1074
2021-01-04,2.2025,1.068,2.1345
2021-01-05,2.2387,1.0686,2.1701
2021-01-06,2.2446,1.0692,2.1754
2021-01-07,2.2546,1.0702,2.1844
2021-01-08,2.2619,1.0703,2.1916
2021-01-11,2.2545,1.0706,2.1839
2021-01-12,2.263,1.0713,2.1917
2021-01-13,2.2502,1.0723,2.1779
2021-01-14,2.2339,1.0729,2.161
2021-01-15,2.2454,1.0724,2.173
2021-01-18,2.2444,1.0722,2.1722
2021-01-19,2.2209,1.0718,2.1491
2021-01-20,2.2177,1.0721,2.1456
2021-01-21,2.2257,1.0727,2.153
2021-01-22,2.237,1.0731,2.1639
2021-01-25,2.2316,1.0734,2.1582
2021-01-26,2.2198,1.0725,2.1473
2021-01-27,2.2151,1.0723,2.1428
2021-01-28,2.189,1.0716,2.1174
2021-01-29,2.1682,1.0712,2.097
2021-02-01,2.1643,1.0717,2.0926
2021-02-02,2.1603,1.072,2.0883
2021-02-03,2.1629,1.0714,2.0915
2021-02-04,2.1614,1.0708,2.0906
2021-02-05,2.1599,1.0706,2.0893
2021-02-08,2.1621,1.0708,2.0913
2021-02-09,2.1738,1.0709,2.1029
2021-02-10,2.1842,1.0711,2.1131
2021-02-18,2.186,1.0706,2.1154
2021-02-19,2.1881,1.0711,2.117
2021-02-22,2.1851,1.0713,2.1138
2021-02-23,2.1784,1.0715,2.1069
2021-02-24,2.1642,1.0722,2.092
2021-02-25,2.1777,1.072,2.1057
2021-02-26,2.171,1.0718,2.0992
2021-03-01,2.1833,1.0727,2.1106
2021-03-02,2.1738,1.0731,2.1007
2021-03-03,2.2022,1.0731,2.1291
2021-03-04,2.1905,1.073,2.1175
2021-03-05,2.1807,1.0735,2.1072
2021-03-08,2.1749,1.0741,2.1008
2021-03-09,2.1619,1.0739,2.088
2021-03-10,2.1592,1.0742,2.085
2021-03-11,2.1632,1.0744,2.0888
2021-03-12,2.1684,1.0744,2.094
2021-03-15,2.1542,1.0744,2.0798
2021-03-16,2.1538,1.0748,2.079
2021-03-17,2.143,1.075,2.068
2021-03-18,2.148,1.0751,2.0729
2021-03-19,2.1356,1.0757,2.0599
2021-03-22,2.154,1.0762,2.0778
2021-03-23,2.151,1.0765,2.0745
2021-03-24,2.1464,1.0776,2.0688
2021-03-25,2.1512,1.0777,2.0735
2021-03-26,2.1584,1.0776,2.0808
2021-03-29,2.1712,1.0778,2.0934
2021-03-30,2.1736,1.0781,2.0955
2021-03-31,2.1688,1.0784,2.0904
2021-04-01,2.1727,1.0785,2.0942
2021-04-02,2.1831,1.0787,2.1044
2021-04-06,2.1948,1.0788,2.116
2021-04-07,2.1821,1.079,2.1031
2021-04-08,2.1751,1.079,2.0961
2021-04-09,2.1666,1.0794,2.0872
2021-04-12,2.1491,1.08,2.0691
2021-04-13,2.1586,1.0813,2.0773
2021-04-14,2.1686,1.0815,2.0871
2021-04-15,2.1623,1.0817,2.0806
2021-04-16,2.1731,1.082,2.0911
2021-04-19,2.1892,1.0826,2.1066
2021-04-20,2.1931,1.0833,2.1098
2021-04-21,2.1986,1.0836,2.115
2021-04-22,2.2048,1.0838,2.121
2021-04-23,2.2142,1.0839,2.1303
2021-04-26,2.2291,1.0831,2.146
2021-04-27,2.2387,1.0829,2.1558
2021-04-28,2.2252,1.0831,2.1421
2021-04-29,2.24,1.0831,2.1569
2021-04-30,2.2303,1.0836,2.1467
2021-05-06,2.2493,1.0844,2.1649
2021-05-07,2.2622,1.0847,2.1775
2021-05-10,2.2863,1.0853,2.201
2021-05-11,2.3082,1.0858,2.2224
2021-05-12,2.3129,1.0862,2.2267
2021-05-13,2.308,1.0861,2.2219
2021-05-14,2.3345,1.0864,2.2481
2021-05-17,2.3297,1.0865,2.2432
2021-05-18,2.3269,1.0865,2.2404
2021-05-19,2.3184,1.087,2.2314
2021-05-20,2.318,1.0878,2.2302
2021-05-21,2.3006,1.0889,2.2117
2021-05-24,2.2956,1.0891,2.2065
2021-05-25,2.3129,1.0892,2.2237
2021-05-26,2.3077,1.0897,2.218
2021-05-27,2.3086,1.0895,2.2191
2021-05-28,2.3002,1.0894,2.2108
2021-05-31,2.3103,1.0897,2.2206
2021-06-01,2.303,1.09,2.213
2021-06-02,2.2971,1.0897,2.2074
2021-06-03,2.2915,1.09,2.2015
2021-06-04,2.2761,1.0896,2.1865
2021-06-07,2.2739,1.0888,2.1851
2021-06-08,2.2711,1.0887,2.1824
2021-06-09,2.2658,1.0887,2.1771
2021-06-10,2.2674,1.0892,2.1782
2021-06-11,2.2765,1.0888,2.1877
2021-06-15,2.2545,1.089,2.1655
2021-06-16,2.2337,1.089,2.1447
2021-06-17,2.2316,1.0886,2.143
2021-06-18,2.2517,1.0886,2.1631
2021-06-21,2.2313,1.0893,2.142
2021-06-22,2.2194,1.0895,2.1299
2021-06-23,2.2344,1.0898,2.1446
2021-06-24,2.2431,1.0903,2.1528
2021-06-25,2.2637,1.0906,2.1731
2021-06-28,2.2411,1.0908,2.1503
2021-06-29,2.2242,1.0912,2.133
2021-06-30,2.2255,1.0917,2.1338
2021-07-01,2.2122,1.0919,2.1203
2021-07-02,2.1944,1.0922,2.1022
2021-07-05,2.1877,1.0927,2.095
2021-07-06,2.192,1.0929,2.0991
2021-07-07,2.2037,1.0937,2.11
2021-07-08,2.2103,1.0962,2.1141
2021-07-09,2.1966,1.0963,2.1003
2021-07-12,2.2137,1.0981,2.1156
2021-07-13,2.2172,1.0991,2.1181
2021-07-14,2.2235,1.1,2.1235
2021-07-15,2.23,1.0992,2.1308
2021-07-16,2.2344,1.0999,2.1345
2021-07-19,2.248,1.1003,2.1477
2021-07-20,2.2437,1.1008,2.1429
2021-07-21,2.2561,1.1016,2.1545
2021-07-22,2.238,1.102,2.136
2021-07-23,2.2448,1.1027,2.1421
2021-07-26,2.2164,1.1042,2.1122
2021-07-27,2.2072,1.1035,2.1037
2021-07-28,2.1957,1.1037,2.092
2021-07-29,2.2068,1.1043,2.1025
2021-07-30,2.2079,1.1057,2.1022
2021-08-02,2.1881,1.1072,2.0809
2021-08-03,2.1734,1.1071,2.0663
2021-08-04,2.1788,1.1069,2.0719
2021-08-05,2.184,1.108,2.076
2021-08-06,2.1794,1.1078,2.0716
2021-08-09,2.1985,1.1068,2.0917
2021-08-10,2.2105,1.1066,2.1039
2021-08-11,2.227,1.1062,2.1208
2021-08-12,2.2268,1.1067,2.1201
2021-08-13,2.219,1.1068,2.1122
2021-08-16,2.2246,1.1069,2.1177
2021-08-17,2.2037,1.1072,2.0965
2021-08-18,2.2114,1.108,2.1034
2021-08-19,2.2116,1.1085,2.1031
2021-08-20,2.2029,1.1086,2.0943
2021-08-23,2.2224,1.1085,2.1139
2021-08-24,2.2519,1.1086,2.1433
2021-08-25,2.2517,1.1092,2.1425
2021-08-26,2.2398,1.1084,2.1314
2021-08-27,2.2333,1.1085,2.1248
2021-08-30,2.2291,1.109,2.1201
2021-08-31,2.2315,1.109,2.1225
2021-09-01,2.2367,1.1099,2.1268
2021-09-02,2.2541,1.11,2.1441
2021-09-03,2.2587,1.1101,2.1486
2021-09-06,2.2828,1.1102,2.1726
2021-09-07,2.3249,1.1099,2.215
2021-09-08,2.3336,1.1098,2.2238
2021-09-09,2.3573,1.1097,2.2476
2021-09-10,2.3714,1.1095,2.2619
2021-09-13,2.3625,1.1096,2.2529
2021-09-14,2.3384,1.1091,2.2293
2021-09-15,2.337,1.1092,2.2278
2021-09-16,2.351,1.1091,2.2419
2021-09-17,2.3399,1.1093,2.2306
2021-09-22,2.3496,1.1103,2.2393
2021-09-23,2.3646,1.1103,2.2543
2021-09-24,2.3629,1.1102,2.2527
2021-09-27,2.3622,1.1101,2.2521
2021-09-28,2.3737,1.1098,2.2639
2021-09-29,2.3763,1.1099,2.2664
2021-09-30,2.3876,1.1102,2.2774
2021-10-08,2.4005,1.1101,2.2904
2021-10-11,2.405,1.1091,2.2959
2021-10-12,2.3987,1.1087,2.29
2021-10-13,2.4002,1.1085,2.2917
2021-10-14,2.3831,1.1086,2.2745
2021-10-15,2.3865,1.1083,2.2782
2021-10-18,2.3853,1.1068,2.2785
2021-10-19,2.4018,1.1065,2.2953
2021-10-20,2.3738,1.1069,2.2669
2021-10-21,2.3713,1.1077,2.2636
2021-10-22,2.377,1.1079,2.2691
2021-10-25,2.3777,1.1082,2.2695
2021-10-26,2.3818,1.1084,2.2734
2021-10-27,2.3466,1.1089,2.2377
2021-10-28,2.344,1.1092,2.2348
2021-10-29,2.3451,1.1097,2.2354
2021-11-01,2.367,1.1105,2.2565
2021-11-02,2.3991,1.1114,2.2877
2021-11-03,2.4076,1.1118,2.2958
2021-11-04,2.4228,1.1121,2.3107
2021-11-05,2.4243,1.1134,2.3109
2021-11-08,2.3992,1.114,2.2852
2021-11-09,2.3913,1.1139,2.2774
2021-11-10,2.4176,1.114,2.3036
2021-11-11,2.41,1.1136,2.2964
2021-11-12,2.4098,1.1135,2.2963
2021-11-15,2.417,1.1141,2.3029
2021-11-16,2.4124,1.1143,2.2981
2021-11-17,2.4195,1.1144,2.3051
2021-11-18,2.4165,1.1147,2.3018
2021-11-19,2.408,1.1146,2.2934
2021-11-22,2.382,1.1153,2.2667
