date,nav_adjusted,NH0100.NHF,excess_nav
2020-08-07,1.8475,1.051,1.7965
2020-08-14,1.7676,1.0448,1.7228
2020-08-21,1.7737,1.0436,1.7301
2020-08-28,1.7375,1.0558,1.6817
2020-09-04,1.6983,1.0555,1.6428
2020-09-11,1.7133,1.0213,1.692
2020-09-18,1.666,1.037,1.629
2020-09-25,1.6311,1.0017,1.6294
2020-09-30,1.6122,0.9985,1.6137
2020-10-09,1.5575,1.0289,1.5286
2020-10-16,1.6072,1.0331,1.5741
2020-10-23,1.6315,1.0292,1.6023
2020-10-30,1.6009,0.9962,1.6047
2020-11-06,1.6151,1.012,1.6031
2020-11-13,1.614,1.0372,1.5768
2020-11-20,1.6381,1.0579,1.5802
2020-11-27,1.6535,1.0847,1.5688
2020-12-04,1.6545,1.0965,1.558
2020-12-11,1.7279,1.118,1.6099
2020-12-18,1.7028,1.1672,1.5356
2020-12-25,1.6705,1.167,1.5035
2020-12-31,1.7085,1.151,1.5575
2021-01-08,1.7614,1.2064,1.555
2021-01-15,1.7458,1.1806,1.5652
2021-01-22,1.7518,1.1665,1.5853
2021-01-29,1.795,1.1563,1.6387
2021-02-05,1.7713,1.1796,1.5917
2021-02-10,1.7921,1.2024,1.5897
2021-02-19,1.8427,1.2517,1.591
2021-02-26,1.9516,1.2799,1.6717
2021-03-05,1.9008,1.2591,1.6417
2021-03-12,1.9676,1.2451,1.7225
2021-03-19,1.9217,1.204,1.7177
2021-03-26,1.9487,1.2174,1.7313
2021-04-02,1.9033,1.2523,1.651
2021-04-09,1.8819,1.2346,1.6473
2021-04-16,1.8358,1.2754,1.5604
2021-04-23,1.8489,1.2819,1.567
2021-04-30,1.8613,1.3025,1.5588
2021-05-07,1.9362,1.3606,1.5756
2021-05-14,1.8834,1.3279,1.5555
2021-05-21,1.8704,1.2857,1.5847
2021-05-28,1.8362,1.3052,1.531
2021-06-04,1.7777,1.3324,1.4453
2021-06-11,1.7575,1.3582,1.3993
2021-06-18,1.7945,1.3108,1.4837
2021-06-25,1.7889,1.3459,1.443
2021-07-02,1.7503,1.3474,1.4029
2021-07-09,1.7396,1.3439,1.3957
2021-07-16,1.7703,1.3675,1.4028
2021-07-23,1.7756,1.3614,1.4142
2021-07-30,1.848,1.3795,1.4685
2021-08-06,1.7605,1.3518,1.4087
2021-08-13,1.8,1.3502,1.4498
2021-08-20,1.786,1.3043,1.4817
2021-08-27,1.7427,1.3525,1.3902
2021-09-03,1.7103,1.3662,1.3441
2021-09-10,1.8121,1.3693,1.4428
2021-09-17,1.8008,1.3468,1.454
2021-09-24,1.8641,1.3792,1.4849
2021-09-30,2.0014,1.4151,1.5863
2021-10-08,2.0744,1.4547,1.6197
2021-10-15,2.1466,1.49,1.6566
2021-10-22,2.0706,1.436,1.6346
2021-10-29,2.1271,1.3874,1.7397
2021-11-05,2.1902,1.337,1.8532
2021-11-12,2.1613,1.3476,1.8137
2021-11-19,2.1522,1.3465,1.8057
2021-11-26,2.1332,1.3521,1.7811
2021-12-03,2.1471,1.3297,1.8174
2021-12-10,2.1272,1.3423,1.7849
2021-12-17,2.119,1.3723,1.7467
2021-12-24,2.1273,1.3982,1.7291
2021-12-31,2.0893,1.3921,1.6972
2022-01-07,2.0926,1.43,1.6626
2022-01-14,2.1282,1.4565,1.6717
2022-01-21,2.153,1.4788,1.6742
2022-01-28,2.1587,1.4951,1.6636
2022-02-11,2.1287,1.5138,1.6149
2022-02-18,2.1161,1.5144,1.6017
2022-02-25,2.087,1.5308,1.5562
2022-03-04,2.14,1.6445,1.4955
2022-03-11,2.2143,1.6839,1.5304
2022-03-18,2.0159,1.6725,1.3434
2022-03-25,1.9564,1.7405,1.2159
2022-04-01,1.9928,1.706,1.2868
2022-04-08,1.965,1.704,1.261
2022-04-15,1.9169,1.7663,1.1506
2022-04-22,1.9191,1.743,1.1761
2022-04-29,1.9566,1.7408,1.2158
2022-05-06,1.9298,1.708,1.2218
2022-05-13,1.9821,1.6889,1.2932
2022-05-20,1.9195,1.7131,1.2064
2022-05-27,1.9438,1.7283,1.2155
2022-06-02,1.9457,1.7626,1.1831
2022-06-10,1.9948,1.7787,1.2161
2022-06-17,1.9093,1.6838,1.2255
2022-06-24,2.0245,1.5613,1.4632
2022-07-01,2.0219,1.5675,1.4544
2022-07-08,2.0524,1.5083,1.5441
2022-07-15,2.2299,1.3746,1.8553
2022-07-22,2.2112,1.4504,1.7608
2022-07-29,2.1457,1.5359,1.6098
2022-08-05,2.0661,1.5177,1.5484
2022-08-12,2.0743,1.5686,1.5057
2022-08-19,2.0168,1.5204,1.4964
2022-08-26,2.0146,1.5878,1.4268
2022-09-02,1.933,1.5069,1.4261
2022-09-09,1.9378,1.5407,1.3971
2022-09-16,1.9599,1.5501,1.4098
2022-09-23,1.9617,1.5601,1.4016
2022-09-30,1.954,1.5537,1.4003
2022-10-14,1.8879,1.5886,1.2993
2022-10-21,1.8502,1.546,1.3042
2022-10-28,1.8254,1.5236,1.3018
2022-11-04,1.8799,1.5744,1.3055
2022-11-11,1.8365,1.613,1.2235
2022-11-18,1.8344,1.6036,1.2308
2022-11-25,1.8248,1.591,1.2338
2022-12-02,1.8454,1.6136,1.2318
2022-12-09,1.9015,1.617,1.2845
2022-12-16,1.9255,1.631,1.2945
2022-12-23,1.945,1.6166,1.3284
2022-12-30,1.931,1.6658,1.2652
2023-01-06,1.9668,1.6295,1.3373
2023-01-13,1.9695,1.6651,1.3044
2023-01-20,2.0565,1.7034,1.3531
2023-02-03,2.0611,1.6648,1.3963
2023-02-10,2.0241,1.6532,1.3709
2023-02-17,1.9934,1.6673,1.3261
2023-02-24,2.0154,1.6868,1.3286
2023-03-03,1.9801,1.6938,1.2863
2023-03-10,2.0076,1.6604,1.3472
2023-03-17,1.9975,1.6241,1.3734
2023-03-24,2.0557,1.62,1.4357
2023-03-31,2.0194,1.6422,1.3772
2023-04-07,2.0555,1.6534,1.4021
2023-04-14,2.0666,1.6447,1.4219
2023-04-21,2.125,1.6104,1.5146
2023-04-28,2.2049,1.5748,1.6301
2023-05-05,2.2289,1.5579,1.671
2023-05-12,2.194,1.5279,1.6661
2023-05-19,2.164,1.5522,1.6118
2023-05-26,2.2153,1.5163,1.699
2023-06-02,2.1728,1.5394,1.6334
2023-06-09,2.1481,1.5716,1.5765
2023-06-16,2.1783,1.6123,1.566
2023-06-21,2.1871,1.6047,1.5824
2023-06-30,2.1904,1.6077,1.5827
2023-07-07,2.157,1.6248,1.5322
2023-07-14,2.2318,1.6794,1.5524
2023-07-21,2.2098,1.6942,1.5156
2023-07-28,2.3074,1.7126,1.5948
2023-08-04,2.2681,1.7016,1.5665
2023-08-11,2.267,1.7029,1.5641
2023-08-18,2.268,1.7203,1.5477
2023-08-25,2.292,1.7682,1.5238
2023-09-01,2.2994,1.8107,1.4887
2023-09-08,2.2918,1.7884,1.5034
2023-09-15,2.2972,1.8372,1.46
2023-09-22,2.2953,1.8144,1.4809
2023-09-28,2.264,1.8083,1.4557
2023-10-13,2.2779,1.7545,1.5234
2023-10-20,2.2888,1.7664,1.5224
2023-10-27,2.3363,1.7805,1.5558
2023-11-03,2.3079,1.7951,1.5128
2023-11-10,2.3443,1.788,1.5563
2023-11-17,2.3522,1.7792,1.573
2023-11-24,2.2958,1.7837,1.5121
2023-12-01,2.3099,1.7763,1.5336
2023-12-08,2.3171,1.7822,1.5349
2023-12-15,2.2947,1.7593,1.5354
2023-12-22,2.3001,1.7937,1.5064
2023-12-29,2.2746,1.7692,1.5054
2024-01-05,2.2532,1.7622,1.491
2024-01-12,2.2556,1.7526,1.503
2024-01-19,2.2069,1.7602,1.4467
2024-01-26,2.2782,1.7898,1.4884
2024-02-02,2.1854,1.7375,1.4479
2024-02-08,2.2519,1.7522,1.4997
2024-02-23,2.2768,1.7619,1.5149
2024-03-01,2.3577,1.7651,1.5926
2024-03-08,2.3497,1.7929,1.5568
2024-03-15,2.3977,1.7842,1.6135
2024-03-22,2.431,1.7995,1.6315
2024-03-29,2.5516,1.7734,1.7782
2024-04-03,2.5889,1.7994,1.7895
2024-04-12,2.5578,1.8665,1.6913
2024-04-19,2.5526,1.8743,1.6783
2024-04-26,2.58,1.8885,1.6915
2024-04-30,2.6477,1.8768,1.7709
2024-05-10,2.6471,1.8692,1.7779
2024-05-17,2.6209,1.9069,1.714
2024-05-24,2.689,1.9179,1.7711
2024-05-31,2.6428,1.9083,1.7345
2024-06-07,2.5474,1.8756,1.6718
2024-06-14,2.5258,1.8562,1.6696
2024-06-21,2.5326,1.8467,1.6859
2024-06-28,2.5386,1.853,1.6856
2024-07-05,2.4872,1.8754,1.6118
2024-07-12,2.4699,1.8426,1.6273
2024-07-19,2.4626,1.8138,1.6488
2024-07-26,2.5319,1.7708,1.7611
2024-08-02,2.5696,1.7676,1.802
2024-08-09,2.5411,1.718,1.8231
2024-08-16,2.5307,1.6885,1.8422
2024-08-23,2.5201,1.6909,1.8292
2024-08-30,2.4994,1.7304,1.769
2024-09-06,2.5159,1.6475,1.8684
2024-09-13,2.4969,1.6564,1.8405
2024-09-20,2.4812,1.6787,1.8025
2024-09-27,2.9178,1.7505,2.1673
2024-09-30,3.284,1.81,2.474
2024-10-11,3.3389,1.7984,2.5405
2024-10-18,3.3426,1.766,2.5766
2024-10-25,3.3492,1.7832,2.566
2024-11-01,3.3709,1.7848,2.5861
2024-11-08,3.6268,1.8011,2.8257
2024-11-15,3.6488,1.7346,2.9142
2024-11-22,3.7236,1.7566,2.967
2024-11-29,3.6965,1.7652,2.9313
2024-12-06,3.6731,1.7506,2.9225
2024-12-13,3.6714,1.7683,2.9031
2024-12-20,3.7666,1.7278,3.0388
2024-12-27,3.726,1.7324,2.9936
2025-01-03,3.8731,1.7393,3.1338
2025-01-10,3.8368,1.7443,3.0925
2025-01-17,3.9118,1.8153,3.0965
2025-01-24,3.8582,1.7919,3.0663
2025-01-27,3.836,1.7913,3.0447
2025-02-07,3.8734,1.8196,3.0538
2025-02-14,3.8075,1.8037,3.0038
2025-02-21,3.9068,1.8172,3.0896
2025-02-28,3.8532,1.7864,3.0668
2025-03-07,3.8543,1.7586,3.0957
2025-03-14,3.8429,1.7824,3.0605
2025-03-21,3.8409,1.7644,3.0765
2025-03-28,3.7469,1.7862,2.9607
2025-04-03,3.676,1.7783,2.8977
2025-04-11,3.4958,1.6875,2.8083
2025-04-18,3.51,1.6943,2.8157
2025-04-25,3.4575,1.7163,2.7412
2025-04-30,3.4714,1.6845,2.7869
2025-05-09,3.4832,1.6704,2.8128
2025-05-16,3.4007,1.6795,2.7212
2025-05-23,3.3186,1.6712,2.6474
2025-05-30,3.2728,1.6442,2.6286
2025-06-06,3.2642,1.674,2.5902
2025-06-13,3.23,1.7098,2.5202
2025-06-20,3.2687,1.7489,2.5198
2025-06-27,3.3038,1.714,2.5898
2025-07-04,3.2978,1.7275,2.5703
2025-07-11,3.3487,1.7451,2.6036
2025-07-18,3.3496,1.7683,2.5813
2025-07-25,3.5532,1.8166,2.7366
