date,nav_unit,nav_accumulated,nav_adjusted,NH0300.NHF,excess_nav
2020-11-06,1.0,1.0,1.0,1.0,1.0
2020-11-13,1.0,1.0,1.0,1.0105,0.9895
2020-11-20,1.003,1.003,1.003,1.0136,0.9894
2020-11-27,1.014,1.014,1.014,1.0127,1.0013
2020-12-04,0.99,0.99,0.99,0.9986,0.9914
2020-12-11,0.992,0.992,0.992,0.9992,0.9928
2020-12-18,0.988,0.988,0.988,1.0196,0.9684
2020-12-25,0.992,0.992,0.992,1.0469,0.9451
2020-12-31,0.998,0.998,0.998,1.0553,0.9427
2021-01-08,0.997,0.997,0.997,1.0711,0.9259
2021-01-15,1.014,1.014,1.014,1.0595,0.9545
2021-01-22,1.006,1.006,1.006,1.0372,0.9688
2021-01-29,1.001,1.001,1.001,1.0381,0.9629
2021-02-05,1.007,1.007,1.007,1.0499,0.9571
2021-02-10,0.979,0.979,0.979,1.0561,0.9229
2021-02-19,0.987,0.987,0.987,1.0824,0.9046
2021-02-26,0.991,0.991,0.991,1.0808,0.9102
2021-03-05,0.959,0.959,0.959,1.0728,0.8862
2021-03-12,0.952,0.952,0.952,1.0616,0.8904
2021-03-19,0.962,0.962,0.962,1.0321,0.9299
2021-03-26,0.973,0.973,0.973,1.0329,0.9401
2021-04-02,0.971,0.971,0.971,1.0329,0.9381
2021-04-09,0.955,0.955,0.955,1.0332,0.9218
2021-04-16,0.924,0.924,0.924,1.0553,0.8687
2021-04-23,0.924,0.924,0.924,1.0838,0.8402
2021-04-30,0.922,0.922,0.922,1.0623,0.8597
2021-05-07,0.913,0.913,0.913,1.0996,0.8134
2021-05-14,0.917,0.917,0.917,1.091,0.826
2021-05-21,0.923,0.923,0.923,1.0878,0.8352
2021-05-28,0.917,0.917,0.917,1.0772,0.8398
2021-06-04,0.938,0.938,0.938,1.0943,0.8437
2021-06-11,0.962,0.962,0.962,1.0878,0.8742
2021-06-18,0.947,0.947,0.947,1.0324,0.9146
2021-06-25,0.96,0.96,0.96,1.0463,0.9137
2021-07-02,0.979,0.979,0.979,1.0845,0.8945
2021-07-09,0.996,0.996,0.996,1.0781,0.9179
2021-07-16,0.982,0.982,0.982,1.0932,0.8888
2021-07-23,1.017,1.017,1.017,1.0833,0.9337
2021-07-30,0.975,0.975,0.975,1.0967,0.8783
2021-08-06,1.012,1.012,1.012,1.0993,0.9127
2021-08-13,1.04,1.04,1.04,1.1164,0.9236
2021-08-20,1.083,1.083,1.083,1.1002,0.9828
2021-08-27,1.158,1.158,1.158,1.1071,1.0509
2021-09-03,1.25,1.25,1.25,1.107,1.143
2021-09-10,1.345,1.345,1.345,1.0963,1.2487
2021-09-17,1.32,1.32,1.32,1.1017,1.2183
2021-09-24,1.388,1.388,1.388,1.1361,1.2519
2021-09-30,1.336,1.336,1.336,1.1558,1.1802
2021-10-08,1.322,1.322,1.322,1.1756,1.1464
2021-10-15,1.239,1.239,1.239,1.2008,1.0382
