date,nav_unit,nav_accumulated,nav_adjusted,NH0100.NHF,excess_nav
2015-11-06,1.0,1.0,1.0,1.0,1.0
2015-11-13,1.0,1.0,1.0,0.9882,1.0118
2015-11-20,1.0,1.0,1.0,0.9573,1.0427
2015-11-27,1.0,1.0,1.0,0.9765,1.0235
2015-12-04,1.0,1.0,1.0,0.9719,1.0281
2015-12-11,1.0,1.0,1.0,0.9765,1.0235
2015-12-18,1.0,1.0,1.0,0.9873,1.0127
2015-12-25,1.0,1.0,1.0,1.0031,0.9969
2015-12-31,0.995,0.995,0.995,1.0155,0.9795
2016-01-08,1.006,1.006,1.006,0.999,1.007
2016-01-15,1.023,1.023,1.023,0.9843,1.0387
2016-01-22,1.03,1.03,1.03,1.0093,1.0207
2016-01-29,1.048,1.048,1.048,1.0102,1.0378
2016-02-05,1.033,1.033,1.033,1.0261,1.0069
2016-02-19,1.059,1.059,1.059,1.0432,1.0158
2016-02-26,1.076,1.076,1.076,1.0483,1.0277
2016-03-04,1.093,1.093,1.093,1.0826,1.0104
2016-03-11,1.088,1.088,1.088,1.098,0.99
2016-03-18,1.108,1.108,1.108,1.1263,0.9817
2016-03-25,1.074,1.074,1.074,1.1191,0.9549
2016-04-01,1.074,1.074,1.074,1.1194,0.9546
2016-04-08,1.067,1.067,1.067,1.1086,0.9584
2016-04-15,1.051,1.051,1.051,1.1563,0.8947
2016-04-22,1.0879,1.0879,1.0879,1.2415,0.8464
2016-04-29,1.0757,1.0757,1.0757,1.2419,0.8338
2016-05-06,1.1102,1.1102,1.1102,1.1859,0.9243
2016-05-13,1.1564,1.1564,1.1564,1.1345,1.0219
2016-05-20,1.16,1.16,1.16,1.146,1.014
2016-05-27,1.162,1.162,1.162,1.1241,1.0379
2016-06-03,1.152,1.152,1.152,1.1353,1.0167
2016-06-08,1.163,1.163,1.163,1.1594,1.0036
2016-06-17,1.176,1.176,1.176,1.1609,1.0151
2016-06-24,1.189,1.189,1.189,1.1891,0.9999
2016-07-01,1.243,1.243,1.243,1.268,0.975
2016-07-08,1.239,1.239,1.239,1.2466,0.9924
2016-07-15,1.221,1.221,1.221,1.2994,0.9216
2016-07-22,1.194,1.194,1.194,1.2646,0.9294
2016-07-29,1.202,1.202,1.202,1.2715,0.9305
2016-08-05,1.175,1.175,1.175,1.3088,0.8662
2016-08-12,1.185,1.185,1.185,1.3122,0.8728
2016-08-19,1.184,1.184,1.184,1.3245,0.8595
2016-08-26,1.173,1.173,1.173,1.2929,0.8801
2016-09-02,1.175,1.175,1.175,1.2795,0.8955
2016-09-09,1.195,1.195,1.195,1.2859,0.9091
2016-09-14,1.201,1.201,1.201,1.2589,0.9421
2016-09-23,1.198,1.198,1.198,1.3027,0.8953
2016-09-30,1.183,1.183,1.183,1.2995,0.8835
2016-10-14,1.192,1.192,1.192,1.3332,0.8588
2016-10-21,1.214,1.214,1.214,1.3549,0.8591
2016-10-28,1.205,1.205,1.205,1.4176,0.7874
2016-11-04,1.228,1.228,1.228,1.4272,0.8008
2016-11-11,1.3,1.3,1.3,1.5913,0.7087
2016-11-18,1.255,1.255,1.255,1.5043,0.7507
2016-11-25,1.29,1.29,1.29,1.6022,0.6878
2016-12-02,1.287,1.287,1.287,1.5772,0.7098
2016-12-09,1.292,1.292,1.292,1.6353,0.6567
2016-12-16,1.291,1.291,1.291,1.6305,0.6605
2016-12-23,1.32,1.32,1.32,1.5485,0.7715
2016-12-30,1.335,1.335,1.335,1.5369,0.7981
2017-01-06,1.319,1.319,1.319,1.5205,0.7985
2017-01-13,1.347,1.347,1.347,1.611,0.736
2017-01-20,1.342,1.342,1.342,1.603,0.739
2017-01-26,1.336,1.336,1.336,1.6572,0.6788
2017-02-03,1.312,1.312,1.312,1.6126,0.6994
2017-02-10,1.297,1.297,1.297,1.6623,0.6347
2017-02-17,1.34,1.34,1.34,1.665,0.675
2017-02-24,1.376,1.376,1.376,1.6446,0.7314
2017-03-03,1.324,1.324,1.324,1.6566,0.6674
2017-03-10,1.408,1.408,1.408,1.585,0.823
2017-03-17,1.369,1.369,1.369,1.6297,0.7393
2017-03-24,1.369,1.369,1.369,1.5874,0.7816
2017-03-31,1.392,1.392,1.392,1.5697,0.8223
2017-04-07,1.378,1.378,1.378,1.5584,0.8196
2017-04-14,1.406,1.406,1.406,1.5157,0.8903
2017-04-21,1.402,1.402,1.402,1.5146,0.8874
2017-04-28,1.369,1.369,1.369,1.5246,0.8444
2017-05-05,1.395,1.395,1.395,1.4586,0.9364
2017-05-12,1.346,1.346,1.346,1.4617,0.8843
2017-05-19,1.355,1.355,1.355,1.511,0.844
2017-05-26,1.379,1.379,1.379,1.4928,0.8862
2017-06-02,1.443,1.443,1.443,1.432,1.011
2017-06-09,1.428,1.428,1.428,1.4431,0.9849
2017-06-16,1.405,1.405,1.405,1.4592,0.9458
2017-06-23,1.392,1.392,1.392,1.473,0.919
2017-06-30,1.45,1.45,1.45,1.5244,0.9256
2017-07-07,1.43,1.43,1.43,1.5352,0.8948
2017-07-14,1.488,1.488,1.488,1.5568,0.9312
2017-07-21,1.513,1.513,1.513,1.6023,0.9107
2017-07-28,1.465,1.465,1.465,1.595,0.87
2017-08-04,1.496,1.496,1.496,1.6357,0.8603
2017-08-11,1.503,1.503,1.503,1.6522,0.8508
2017-08-18,1.502,1.502,1.502,1.6976,0.8044
2017-08-25,1.512,1.512,1.512,1.7347,0.7773
2017-09-01,1.475,1.475,1.475,1.735,0.74
2017-09-08,1.501,1.501,1.501,1.7048,0.7962
2017-09-15,1.521,1.521,1.521,1.6619,0.8591
2017-09-22,1.589,1.589,1.589,1.5988,0.9902
2017-09-29,1.598,1.598,1.598,1.5877,1.0103
2017-10-13,1.617,1.617,1.617,1.6181,0.9989
2017-10-20,1.592,1.592,1.592,1.6208,0.9712
2017-10-27,1.543,1.543,1.543,1.5758,0.9672
2017-11-03,1.496,1.496,1.496,1.5978,0.8982
2017-11-10,1.493,1.493,1.493,1.6287,0.8643
2017-11-17,1.451,1.451,1.451,1.6139,0.8371
2017-11-24,1.439,1.439,1.439,1.6703,0.7687
2017-12-01,1.468,1.468,1.468,1.6743,0.7937
2017-12-08,1.413,1.413,1.413,1.6383,0.7747
2017-12-15,1.432,1.432,1.432,1.6359,0.7961
2017-12-22,1.426,1.426,1.426,1.6697,0.7563
2017-12-29,1.433,1.433,1.433,1.6576,0.7754
2018-01-05,1.426,1.426,1.426,1.6743,0.7517
2018-01-12,1.416,1.416,1.416,1.6736,0.7424
2018-01-19,1.395,1.395,1.395,1.6611,0.7339
2018-01-26,1.408,1.408,1.408,1.6684,0.7396
2018-02-02,1.405,1.405,1.405,1.6536,0.7514
2018-02-09,1.408,1.408,1.408,1.635,0.773
2018-02-14,1.404,1.404,1.404,1.6589,0.7451
2018-02-23,1.381,1.381,1.381,1.6845,0.6965
2018-03-02,1.413,1.413,1.413,1.6897,0.7233
2018-03-09,1.42,1.42,1.42,1.6175,0.8025
2018-03-16,1.423,1.423,1.423,1.6167,0.8063
2018-03-23,1.466,1.466,1.466,1.5487,0.9173
2018-03-30,1.462,1.462,1.462,1.5645,0.8975
2018-04-04,1.439,1.439,1.439,1.5663,0.8727
2018-04-13,1.431,1.431,1.431,1.5772,0.8538
2018-04-20,1.432,1.432,1.432,1.591,0.841
2018-04-27,1.411,1.411,1.411,1.5966,0.8144
2018-05-04,1.403,1.403,1.403,1.6192,0.7838
2018-05-11,1.396,1.396,1.396,1.6296,0.7664
2018-05-18,1.417,1.417,1.417,1.6247,0.7923
2018-05-25,1.416,1.416,1.416,1.6112,0.8048
2018-06-01,1.419,1.419,1.419,1.6378,0.7812
2018-06-08,1.435,1.435,1.435,1.6349,0.8001
2018-06-15,1.432,1.432,1.432,1.6437,0.7883
2018-06-22,1.479,1.479,1.479,1.599,0.88
2018-06-29,1.463,1.463,1.463,1.6326,0.8304
2018-07-06,1.463,1.463,1.463,1.5977,0.8653
2018-07-13,1.465,1.465,1.465,1.5978,0.8672
2018-07-20,1.437,1.437,1.437,1.6083,0.8287
2018-07-27,1.461,1.461,1.461,1.648,0.813
2018-08-03,1.508,1.508,1.508,1.6673,0.8407
2018-08-10,1.518,1.518,1.518,1.6917,0.8263
2018-08-17,1.525,1.525,1.525,1.6898,0.8352
2018-08-24,1.525,1.525,1.525,1.6993,0.8257
2018-08-31,1.527,1.527,1.527,1.6799,0.8471
2018-09-07,1.539,1.539,1.539,1.6701,0.8689
2018-09-14,1.539,1.539,1.539,1.6727,0.8663
2018-09-21,1.555,1.555,1.555,1.6931,0.8619
2018-09-28,1.564,1.564,1.564,1.6883,0.8757
2018-10-12,1.587,1.587,1.587,1.7431,0.8439
2018-10-19,1.595,1.595,1.595,1.7117,0.8833
2018-10-26,1.607,1.607,1.607,1.716,0.891
2018-11-02,1.64,1.64,1.64,1.6642,0.9758
2018-11-09,1.628,1.628,1.628,1.645,0.983
2018-11-16,1.623,1.623,1.623,1.6369,0.9861
2018-11-23,1.647,1.647,1.647,1.5626,1.0844
2018-11-30,1.674,1.674,1.674,1.5518,1.1222
2018-12-07,1.674,1.674,1.674,1.5936,1.0804
2018-12-14,1.671,1.671,1.671,1.5956,1.0754
2018-12-21,1.666,1.666,1.666,1.5838,1.0822
2018-12-28,1.681,1.681,1.681,1.5609,1.1201
2019-01-04,1.689,1.689,1.689,1.592,1.097
2019-01-11,1.668,1.668,1.668,1.609,1.059
2019-01-18,1.683,1.683,1.683,1.6358,1.0472
2019-01-25,1.691,1.691,1.691,1.6399,1.0511
2019-02-01,1.687,1.687,1.687,1.6823,1.0047
2019-02-15,1.683,1.683,1.683,1.669,1.014
2019-02-22,1.679,1.679,1.679,1.7105,0.9685
2019-03-01,1.68,1.68,1.68,1.7208,0.9592
2019-03-08,1.702,1.702,1.702,1.6796,1.0224
2019-03-15,1.702,1.702,1.702,1.6808,1.0212
2019-03-22,1.673,1.673,1.673,1.681,0.992
2019-03-29,1.673,1.673,1.673,1.6669,1.0061
2019-04-04,1.709,1.709,1.709,1.7093,0.9997
