date,nav_unit,nav_accumulated,nav_adjusted,NH0100.NHF,excess_nav
2018-06-08,1.0,1.0,1.0,1.0,1.0
2018-06-15,1.0,1.0,1.0,1.0054,0.9946
2018-06-22,0.999,0.999,0.999,0.978,1.021
2018-06-29,0.999,0.999,0.999,0.9986,1.0004
2018-07-06,1.003,1.003,1.003,0.9772,1.0258
2018-07-13,1.014,1.014,1.014,0.9773,1.0367
2018-07-20,0.993,0.993,0.993,0.9837,1.0093
2018-07-27,0.992,0.992,0.992,1.008,0.984
2018-08-03,1.0,1.0,1.0,1.0198,0.9802
2018-08-10,1.01,1.01,1.01,1.0347,0.9753
2018-08-17,1.052,1.052,1.052,1.0336,1.0184
2018-08-24,1.035,1.035,1.035,1.0394,0.9956
2018-08-31,1.038,1.038,1.038,1.0275,1.0105
2018-09-07,1.042,1.042,1.042,1.0216,1.0204
2018-09-14,1.01,1.01,1.01,1.0231,0.9869
2018-09-21,1.032,1.032,1.032,1.0356,0.9964
2018-09-28,1.035,1.035,1.035,1.0327,1.0023
2018-10-12,1.07,1.07,1.07,1.0662,1.0038
2018-10-19,1.073,1.073,1.073,1.047,1.026
2018-10-26,1.114,1.114,1.114,1.0496,1.0644
2018-11-02,1.149,1.149,1.149,1.0179,1.1311
2018-11-09,1.122,1.122,1.122,1.0062,1.1158
2018-11-16,1.112,1.112,1.112,1.0012,1.1108
2018-11-23,1.072,1.072,1.072,0.9558,1.1162
2018-11-30,1.083,1.083,1.083,0.9492,1.1338
2018-12-07,1.094,1.094,1.094,0.9748,1.1192
2018-12-14,1.09,1.09,1.09,0.976,1.114
2018-12-21,1.091,1.091,1.091,0.9688,1.1222
2018-12-28,1.092,1.092,1.092,0.9548,1.1372
2019-01-04,1.079,1.079,1.079,0.9738,1.1052
2019-01-11,1.088,1.088,1.088,0.9841,1.1039
2019-01-18,1.101,1.101,1.101,1.0005,1.1005
2019-01-25,1.116,1.116,1.116,1.0031,1.1129
2019-02-01,1.155,1.155,1.155,1.029,1.126
2019-02-15,1.213,1.213,1.213,1.0208,1.1922
2019-02-22,1.203,1.203,1.203,1.0463,1.1567
2019-03-01,1.225,1.225,1.225,1.0526,1.1724
2019-03-08,1.244,1.244,1.244,1.0273,1.2167
2019-03-15,1.272,1.272,1.272,1.0281,1.2439
2019-03-22,1.292,1.292,1.292,1.0282,1.2638
2019-03-29,1.322,1.322,1.322,1.0196,1.3024
2019-04-04,1.363,1.363,1.363,1.0455,1.3175
2019-04-12,1.356,1.356,1.356,1.058,1.298
2019-04-19,1.354,1.354,1.354,1.0444,1.3096
2019-04-26,1.301,1.301,1.301,1.0406,1.2604
2019-04-30,1.305,1.305,1.305,1.0484,1.2566
2019-05-10,1.316,1.316,1.316,1.0487,1.2673
2019-05-17,1.311,1.311,1.311,1.0627,1.2483
2019-05-24,1.354,1.354,1.354,1.0608,1.2932
2019-05-31,1.33,1.33,1.33,1.0479,1.2821
2019-06-06,1.302,1.302,1.302,1.0298,1.2722
2019-06-14,1.335,1.335,1.335,1.0462,1.2888
2019-06-21,1.391,1.391,1.391,1.0584,1.3326
2019-06-28,1.416,1.416,1.416,1.0704,1.3456
2019-07-05,1.422,1.422,1.422,1.0671,1.3549
2019-07-12,1.387,1.387,1.387,1.0749,1.3121
2019-07-19,1.372,1.372,1.372,1.0908,1.2812
2019-07-26,1.347,1.347,1.347,1.0743,1.2727
2019-08-02,1.328,1.328,1.328,1.06,1.268
2019-08-09,1.395,1.395,1.395,1.0452,1.3498
2019-08-16,1.362,1.362,1.362,1.0474,1.3146
2019-08-23,1.361,1.361,1.361,1.0468,1.3142
2019-08-30,1.323,1.323,1.323,1.0528,1.2702
2019-09-06,1.268,1.268,1.268,1.0614,1.2066
2019-09-12,1.286,1.286,1.286,1.0804,1.2056
2019-09-20,1.262,1.262,1.262,1.066,1.196
2019-09-27,1.23,1.23,1.23,1.0559,1.1741
2019-09-30,1.22,1.22,1.22,1.0594,1.1606
2019-10-11,1.192,1.192,1.192,1.0614,1.1306
2019-10-18,1.185,1.185,1.185,1.0449,1.1401
2019-10-25,1.191,1.191,1.191,1.058,1.133
2019-11-01,1.199,1.199,1.199,1.0538,1.1452
2019-11-08,1.192,1.192,1.192,1.048,1.144
2019-11-15,1.209,1.209,1.209,1.0488,1.1602
2019-11-22,1.204,1.204,1.204,1.0632,1.1408
2019-11-29,1.175,1.175,1.175,1.0616,1.1134
2019-12-06,1.169,1.169,1.169,1.0723,1.0967
2019-12-13,1.17,1.17,1.17,1.0909,1.0791
2019-12-20,1.196,1.196,1.196,1.093,1.103
2019-12-27,1.192,1.192,1.192,1.1025,1.0895
2020-01-03,1.236,1.236,1.236,1.1037,1.1323
2020-01-10,1.226,1.226,1.226,1.1026,1.1234
2020-01-17,1.213,1.213,1.213,1.0977,1.1153
2020-01-23,1.214,1.214,1.214,1.0712,1.1428
2020-02-07,1.223,1.223,1.223,1.0221,1.2009
2020-02-14,1.216,1.216,1.216,1.0327,1.1833
2020-02-21,1.288,1.288,1.288,1.054,1.234
2020-02-28,1.298,1.298,1.298,0.9895,1.3085
