date,nav_unit,nav_accumulated,nav_adjusted,NH0100.NHF,excess_nav
2023-12-22,1.0,1.0,1.0,1.0,1.0
2023-12-29,1.0,1.0,1.0,0.9863,1.0137
2024-01-05,1.0,1.0,1.0,0.9824,1.0176
2024-01-12,0.995,0.995,0.995,0.9771,1.0179
2024-01-19,0.995,0.995,0.995,0.9813,1.0137
2024-01-26,0.993,0.993,0.993,0.9978,0.9952
2024-02-02,0.975,0.975,0.975,0.9687,1.0063
2024-02-08,0.96,0.96,0.96,0.9768,0.9832
2024-02-23,0.968,0.968,0.968,0.9823,0.9857
2024-03-01,0.961,0.961,0.961,0.984,0.977
2024-03-08,0.983,0.983,0.983,0.9995,0.9835
2024-03-15,1.023,1.023,1.023,0.9947,1.0283
2024-03-22,1.013,1.013,1.013,1.0032,1.0098
2024-03-29,1.026,1.026,1.026,0.9887,1.0373
2024-04-03,1.031,1.031,1.031,1.0032,1.0278
2024-04-12,1.035,1.035,1.035,1.0406,0.9944
2024-04-19,1.039,1.039,1.039,1.0449,0.9941
2024-04-26,1.037,1.037,1.037,1.0528,0.9842
2024-04-30,1.032,1.032,1.032,1.0463,0.9857
2024-05-10,1.044,1.044,1.044,1.0421,1.0019
2024-05-17,1.047,1.047,1.047,1.0631,0.9839
2024-05-24,1.046,1.046,1.046,1.0692,0.9768
2024-05-31,1.05,1.05,1.05,1.0639,0.9861
2024-06-07,1.033,1.033,1.033,1.0456,0.9874
2024-06-14,1.028,1.028,1.028,1.0348,0.9932
2024-06-21,1.037,1.037,1.037,1.0295,1.0075
2024-06-28,1.051,1.051,1.051,1.033,1.018
2024-07-05,1.049,1.049,1.049,1.0455,1.0035
2024-07-12,1.046,1.046,1.046,1.0272,1.0188
2024-07-19,1.048,1.048,1.048,1.0112,1.0368
2024-07-26,1.061,1.061,1.061,0.9872,1.0738
2024-08-02,1.066,1.066,1.066,0.9854,1.0806
2024-08-09,1.081,1.081,1.081,0.9578,1.1232
2024-08-16,1.105,1.105,1.105,0.9413,1.1637
2024-08-23,1.101,1.101,1.101,0.9427,1.1583
2024-08-30,1.086,1.086,1.086,0.9647,1.1213
2024-09-06,1.101,1.101,1.101,0.9185,1.1825
2024-09-13,1.103,1.103,1.103,0.9234,1.1796
2024-09-20,1.117,1.117,1.117,0.9358,1.1812
2024-09-27,1.087,1.087,1.087,0.9759,1.1111
2024-09-30,1.084,1.084,1.084,1.009,1.075
2024-10-11,1.098,1.098,1.098,1.0026,1.0954
2024-10-18,1.101,1.101,1.101,0.9845,1.1165
2024-10-25,1.118,1.118,1.118,0.9941,1.1239
2024-11-01,1.125,1.125,1.125,0.995,1.13
2024-11-08,1.141,1.141,1.141,1.0041,1.1369
2024-11-15,1.134,1.134,1.134,0.967,1.167
2024-11-22,1.133,1.133,1.133,0.9793,1.1537
2024-11-29,1.153,1.153,1.153,0.9841,1.1689
2024-12-06,1.177,1.177,1.177,0.9759,1.2011
2024-12-13,1.182,1.182,1.182,0.9858,1.1962
2024-12-20,1.182,1.182,1.182,0.9632,1.2188
2024-12-27,1.175,1.175,1.175,0.9658,1.2092
2025-01-03,1.17,1.17,1.17,0.9697,1.2003
2025-01-10,1.169,1.169,1.169,0.9725,1.1965
2025-01-17,1.166,1.166,1.166,1.012,1.154
2025-01-24,1.167,1.167,1.167,0.999,1.168
2025-01-27,1.167,1.167,1.167,0.9986,1.1684
2025-02-07,1.187,1.187,1.187,1.0144,1.1726
2025-02-14,1.194,1.194,1.194,1.0056,1.1884
2025-02-21,1.201,1.201,1.201,1.0131,1.1879
2025-02-28,1.183,1.183,1.183,0.9959,1.1871
2025-03-07,1.196,1.196,1.196,0.9804,1.2156
2025-03-14,1.208,1.208,1.208,0.9937,1.2143
2025-03-21,1.213,1.213,1.213,0.9836,1.2294
2025-03-28,1.199,1.199,1.199,0.9958,1.2032
2025-04-03,1.204,1.204,1.204,0.9914,1.2126
2025-04-11,1.208,1.208,1.208,0.9408,1.2672
2025-04-18,1.221,1.221,1.221,0.9446,1.2764
2025-04-25,1.227,1.227,1.227,0.9568,1.2702
2025-04-30,1.227,1.227,1.227,0.9391,1.2879
2025-05-09,1.237,1.237,1.237,0.9312,1.3058
2025-05-16,1.237,1.237,1.237,0.9363,1.3007
2025-05-23,1.238,1.238,1.238,0.9317,1.3063
2025-05-30,1.246,1.246,1.246,0.9166,1.3294
2025-06-06,1.243,1.243,1.243,0.9332,1.3098
2025-06-13,1.248,1.248,1.248,0.9532,1.2948
2025-06-20,1.257,1.257,1.257,0.975,1.282
2025-06-27,1.245,1.245,1.245,0.9555,1.2895
2025-07-04,1.245,1.245,1.245,0.9631,1.2819
2025-07-11,1.246,1.246,1.246,0.9729,1.2731
