date,nav_adjusted,NH0100.NHF,excess_nav
2024-04-03,1.2903,1.1043,1.186
2024-04-12,1.2852,1.1455,1.1397
2024-04-19,1.2884,1.1503,1.1381
2024-04-26,1.2954,1.159,1.1364
2024-04-30,1.2918,1.1517,1.1401
2024-05-10,1.2927,1.1471,1.1456
2024-05-17,1.2901,1.1702,1.1199
2024-05-24,1.2846,1.177,1.1076
2024-05-31,1.2935,1.1711,1.1224
2024-06-07,1.2876,1.151,1.1366
2024-06-14,1.2822,1.1391,1.1431
2024-06-21,1.2861,1.1333,1.1528
2024-06-28,1.2831,1.1372,1.1459
2024-07-05,1.2877,1.1509,1.1368
2024-07-12,1.3002,1.1307,1.1695
2024-07-19,1.297,1.1131,1.1839
2024-07-26,1.313,1.0867,1.2263
2024-08-02,1.3366,1.0847,1.2519
2024-08-09,1.3439,1.0543,1.2896
2024-08-16,1.3632,1.0362,1.327
2024-08-23,1.3614,1.0377,1.3237
2024-08-30,1.3718,1.0619,1.3099
2024-09-06,1.3821,1.0111,1.371
2024-09-13,1.3873,1.0165,1.3708
2024-09-20,1.3995,1.0302,1.3693
2024-09-27,1.4637,1.0743,1.3894
2024-09-30,1.5276,1.1108,1.4168
2024-10-11,1.5579,1.1036,1.4543
2024-10-18,1.541,1.0837,1.4573
2024-10-25,1.5454,1.0943,1.4511
2024-11-01,1.5474,1.0953,1.4521
2024-11-08,1.56,1.1053,1.4547
2024-11-15,1.558,1.0645,1.4935
2024-11-22,1.5756,1.078,1.4976
2024-11-29,1.5861,1.0833,1.5028
2024-12-06,1.6062,1.0743,1.5319
2024-12-13,1.6092,1.0852,1.524
2024-12-20,1.5975,1.0603,1.5372
2024-12-27,1.5933,1.0631,1.5302
2025-01-03,1.5964,1.0674,1.529
2025-01-10,1.5949,1.0705,1.5244
2025-01-17,1.5898,1.114,1.4758
2025-01-24,1.5783,1.0997,1.4786
2025-01-27,1.5771,1.0993,1.4778
2025-02-07,1.5837,1.1167,1.467
2025-02-14,1.5692,1.1069,1.4623
2025-02-21,1.5642,1.1152,1.449
2025-02-28,1.5582,1.0963,1.4619
2025-03-07,1.579,1.0792,1.4998
2025-03-14,1.5813,1.0938,1.4875
2025-03-21,1.5867,1.0828,1.5039
2025-03-28,1.5742,1.0962,1.478
2025-04-03,1.5781,1.0913,1.4868
2025-04-11,1.583,1.0356,1.5474
2025-04-18,1.5951,1.0398,1.5553
2025-04-25,1.596,1.0533,1.5427
2025-04-30,1.6021,1.0338,1.5683
2025-05-09,1.6117,1.0251,1.5866
2025-05-16,1.6272,1.0307,1.5965
2025-05-23,1.6233,1.0256,1.5977
2025-05-30,1.6279,1.009,1.6189
2025-06-06,1.634,1.0273,1.6067
2025-06-13,1.6493,1.0492,1.6001
2025-06-20,1.66,1.0733,1.5867
2025-06-27,1.6489,1.0518,1.5971
2025-07-04,1.646,1.0602,1.5858
2025-07-11,1.6359,1.0709,1.565
2025-07-18,1.6357,1.0852,1.5505
2025-07-25,1.6085,1.1149,1.4936
